,dep,lemma,tag
2271,['  head_token_index: 42'],"['lemma: ""que""']",['  tag: ADP']
2272,['  head_token_index: 40'],"['lemma: ""el""']",['  tag: DET']
2273,['  head_token_index: 42'],"['lemma: ""venezolano""']",['  tag: NOUN']
2274,['  head_token_index: 42'],"['lemma: ""estar""']",['  tag: VERB']
2275,['  head_token_index: 37'],"['lemma: ""sufrir""']",['  tag: VERB']
2276,['  head_token_index: 42'],"['lemma: ""en""']",['  tag: ADP']
2277,['  head_token_index: 45'],"['lemma: ""el""']",['  tag: DET']
2278,['  head_token_index: 43'],"['lemma: ""mano""']",['  tag: NOUN']
2279,['  head_token_index: 45'],"['lemma: ""criminal""']",['  tag: ADJ']
2280,['  head_token_index: 45'],"['lemma: ""de""']",['  tag: ADP']
2281,['  head_token_index: 49'],"['lemma: ""un""']",['  tag: DET']
2282,['  head_token_index: 47'],"['lemma: ""dictador""']",['  tag: NOUN']
2283,[],"['lemma: "".""']",['  tag: PUNCT']
2284,['  head_token_index: 54'],"['lemma: ""Qué""']",['  tag: PRON']
2285,['  head_token_index: 51'],"['lemma: ""fácil""']",['  tag: ADJ']
2286,['  head_token_index: 54'],"['lemma: ""se""']",['  tag: PRON']
2287,['  head_token_index: 54'],"['lemma: ""hacer""']",['  tag: VERB']
2288,['  head_token_index: 56'],"['lemma: ""el""']",['  tag: DET']
2289,['  head_token_index: 54'],"['lemma: ""loco""']",['  tag: ADJ']
2290,['  head_token_index: 54'],"['lemma: "".""']",['  tag: PUNCT']
2291,['  head_token_index: 58'],"['lemma: ""https://t.co/dJI8j2CHnC""']",['  tag: NOUN']
2292,['  head_token_index: 6'],"['lemma: ""RT""']",['  tag: NOUN']
2293,[],"['lemma: ""@""']",['  tag: X']
2294,[],"['lemma: ""Paosal1564""']",['  tag: NOUN']
2295,[],"['lemma: "":""']",['  tag: PUNCT']
2296,['  head_token_index: 5'],"['lemma: ""El""']",['  tag: DET']
2297,[],"['lemma: ""Venezolano""']",['  tag: NOUN']
2298,['  head_token_index: 6'],"['lemma: ""desear""']",['  tag: VERB']
2299,['  head_token_index: 12'],"['lemma: ""que""']",['  tag: ADP']
2300,['  head_token_index: 9'],"['lemma: ""el""']",['  tag: DET']
2301,['  head_token_index: 12'],"['lemma: ""militar""']",['  tag: NOUN']
2302,['  head_token_index: 12'],"['lemma: ""ser""']",['  tag: VERB']
2303,['  head_token_index: 12'],"['lemma: ""bien""']",['  tag: ADV']
2304,['  head_token_index: 6'],"['lemma: ""tratar""']",['  tag: VERB']
2305,['  head_token_index: 12'],"['lemma: ""y""']",['  tag: CONJ']
2306,['  head_token_index: 15'],"['lemma: ""no""']",['  tag: ADV']
2307,['  head_token_index: 12'],"['lemma: ""obligar""']",['  tag: VERB']
2308,['  head_token_index: 15'],"['lemma: ""a""']",['  tag: ADP']
2309,['  head_token_index: 16'],"['lemma: ""ser""']",['  tag: VERB']
2310,['  head_token_index: 17'],"['lemma: ""delincuente""']",['  tag: NOUN']
2311,['  head_token_index: 18'],"['lemma: ""o""']",['  tag: CONJ']
2312,['  head_token_index: 18'],"['lemma: ""criminal""']",['  tag: ADJ']
2313,['  head_token_index: 18'],"['lemma: ""para""']",['  tag: ADP']
2314,['  head_token_index: 24'],"['lemma: ""no""']",['  tag: ADV']
2315,['  head_token_index: 24'],"['lemma: ""ser""']",['  tag: VERB']
2316,['  head_token_index: 21'],"['lemma: ""despedir""']",['  tag: VERB']
2317,['  head_token_index: 6'],"['lemma: "".""']",['  tag: PUNCT']
2318,['  head_token_index: 26'],"['lemma: ""https://t.co/DfWzU0AkaN""']",['  tag: NOUN']
2319,[],"['lemma: ""RT""']",['  tag: NOUN']
2320,[],"['lemma: ""@""']",['  tag: X']
2321,[],"['lemma: ""LuisChataing""']",['  tag: NOUN']
2322,[],"['lemma: "":""']",['  tag: PUNCT']
2323,['  head_token_index: 5'],"['lemma: ""NO""']",['  tag: ADV']
2324,['  head_token_index: 6'],"['lemma: ""todos""']",['  tag: PRON']
2325,[],"['lemma: ""ser""']",['  tag: VERB']
2326,['  head_token_index: 8'],"['lemma: ""el""']",['  tag: DET']
2327,['  head_token_index: 6'],"['lemma: ""asesino""']",['  tag: NOUN']
2328,['  head_token_index: 11'],"['lemma: ""que""']",['  tag: PRON']
2329,['  head_token_index: 11'],"['lemma: ""él""']",['  tag: PRON']
2330,['  head_token_index: 8'],"['lemma: ""arrebatar""']",['  tag: VERB']
2331,['  head_token_index: 13'],"['lemma: ""el""']",['  tag: DET']
2332,['  head_token_index: 11'],"['lemma: ""vida""']",['  tag: NOUN']
2333,['  head_token_index: 11'],"['lemma: ""a""']",['  tag: ADP']
2334,['  head_token_index: 14'],"['lemma: ""Diana""']",['  tag: NOUN']
2335,[],"['lemma: "".""']",['  tag: PUNCT']
2336,['  head_token_index: 18'],"['lemma: ""El""']",['  tag: DET']
2337,['  head_token_index: 20'],"['lemma: ""criminal""']",['  tag: NOUN']
2338,['  head_token_index: 20'],"['lemma: ""no""']",['  tag: ADV']
2339,['  head_token_index: 20'],"['lemma: ""ser""']",['  tag: VERB']
2340,['  head_token_index: 20'],"['lemma: ""exclusivo""']",['  tag: ADJ']
2341,['  head_token_index: 21'],"['lemma: ""de""']",['  tag: ADP']
2342,['  head_token_index: 24'],"['lemma: ""ninguno""']",['  tag: DET']
2343,['  head_token_index: 22'],"['lemma: ""país""']",['  tag: NOUN']
2344,['  head_token_index: 20'],"['lemma: "".""']",['  tag: PUNCT']
2345,['  head_token_index: 34'],"['lemma: ""Meter""']",['  tag: VERB']
2346,['  head_token_index: 26'],"['lemma: ""a""']",['  tag: ADP']
2347,['  head_token_index: 30'],"['lemma: ""TODO""']",['  tag: DET']
2348,['  head_token_index: 30'],"['lemma: ""el""']",['  tag: DET']
2349,['  head_token_index: 27'],"['lemma: ""venezolano""']",['  tag: NOUN']
2350,['  head_token_index: 26'],"['lemma: ""en""']",['  tag: ADP']
2351,['  head_token_index: 33'],"['lemma: ""el""']",['  tag: DET']
2352,['  head_token_index: 31'],"['lemma: ""mismo""']",['  tag: NOUN']
2353,['  head_token_index: 34'],"['lemma: ""sacar""']",['  tag: VERB']
2354,['  head_token_index: 34'],"['lemma: ""de""']",['  tag: ADP']
2355,['  head_token_index: 37'],"['lemma: ""un""']",['  tag: DET']
2356,['  head_token_index: 35'],"['lemma: ""criminal""']",['  tag: NOUN']
2357,['  head_token_index: 40'],"['lemma: ""ser""']",['  tag: VERB']
2358,['  head_token_index: 38'],"['lemma: ""como""']",['  tag: ADP']
2359,['  head_token_index: 34'],"['lemma: ""meter""']",['  tag: VERB']
2360,['  head_token_index: 40'],"['lemma: ""a""']",['  tag: ADP']
2361,['  head_token_index: 44'],"['lemma: ""TODO""']",['  tag: DET']
2362,['  head_token_index: 44'],"['lemma: ""el""']",['  tag: DET']
2363,['  head_token_index: 41'],"['lemma: ""ecuatoriano""']",['  tag: NOUN']
2364,['  head_token_index: 40'],"['lemma: ""en""']",['  tag: ADP']
2365,['  head_token_index: 47'],"['lemma: ""el""']",['  tag: DET']
2366,['  head_token_index: 45'],"['lemma: ""saco""']",['  tag: NOUN']
2367,['  head_token_index: 47'],"['lemma: ""de""']",['  tag: ADP']
2368,['  head_token_index: 50'],"['lemma: ""un""']",['  tag: DET']
2369,['  head_token_index: 48'],"['lemma: ""delincuente""']",['  tag: NOUN']
2370,['  head_token_index: 50'],"['lemma: ""nacer""']",['  tag: VERB']
2371,['  head_token_index: 51'],"['lemma: ""en""']",['  tag: ADP']
2372,['  head_token_index: 52'],"['lemma: ""Ecuador""']",['  tag: NOUN']
2373,['  head_token_index: 34'],"['lemma: "".""']",['  tag: PUNCT']
2374,['  head_token_index: 55'],"['lemma: ""#""']",['  tag: NOUN']
2375,['  head_token_index: 55'],"['lemma: ""PiensaloLeninMoreno""']",['  tag: NOUN']
2376,[],"['lemma: ""RT""']",['  tag: NOUN']
2377,[],"['lemma: ""@""']",['  tag: X']
2378,[],"['lemma: ""CARLOSFMEJIA""']",['  tag: NOUN']
2379,[],"['lemma: "":""']",['  tag: PUNCT']
2380,['  head_token_index: 9'],"['lemma: ""Mientras""']",['  tag: ADP']
2381,['  head_token_index: 6'],"['lemma: ""el""']",['  tag: DET']
2382,['  head_token_index: 4'],"['lemma: ""Grupo""']",['  tag: NOUN']
2383,['  head_token_index: 6'],"['lemma: ""de""']",['  tag: ADP']
2384,['  head_token_index: 7'],"['lemma: ""Lima""']",['  tag: NOUN']
2385,[],"['lemma: ""lucha""']",['  tag: NOUN']
2386,['  head_token_index: 9'],"['lemma: ""para""']",['  tag: ADP']
2387,['  head_token_index: 10'],"['lemma: ""ayudar""']",['  tag: VERB']
2388,['  head_token_index: 11'],"['lemma: ""a""']",['  tag: ADP']
2389,['  head_token_index: 12'],"['lemma: ""#""']",['  tag: NOUN']
2390,['  head_token_index: 13'],"['lemma: ""Venezuela""']",['  tag: NOUN']
2391,['  head_token_index: 11'],"['lemma: ""a""']",['  tag: ADP']
2392,['  head_token_index: 15'],"['lemma: ""librar""']",['  tag: VERB']
2393,['  head_token_index: 18'],"['lemma: ""se""']",['  tag: PRON']
2394,['  head_token_index: 9'],"['lemma: ""de""']",['  tag: ADP']
2395,['  head_token_index: 20'],"['lemma: ""el""']",['  tag: DET']
2396,['  head_token_index: 18'],"['lemma: ""tiranía""']",['  tag: NOUN']
2397,['  head_token_index: 18'],"['lemma: ""y""']",['  tag: CONJ']
2398,['  head_token_index: 18'],"['lemma: ""a""']",['  tag: ADP']
2399,['  head_token_index: 22'],"['lemma: ""recuperar""']",['  tag: VERB']
2400,['  head_token_index: 25'],"['lemma: ""él""']",['  tag: PRON']
2401,['  head_token_index: 23'],"['lemma: ""democracia""']",['  tag: NOUN']
2402,['  head_token_index: 9'],"['lemma: "",""']",['  tag: PUNCT']
2403,['  head_token_index: 28'],"['lemma: ""@""']",['  tag: PUNCT']
2404,['  head_token_index: 9'],"['lemma: ""lopezobrador_""']",['  tag: VERB']
2405,['  head_token_index: 28'],"['lemma: ""a""']",['  tag: ADP']
2406,['  head_token_index: 31'],"['lemma: ""mejor""']",['  tag: ADJ']
2407,['  head_token_index: 29'],"['lemma: ""estilo""']",['  tag: NOUN']
2408,['  head_token_index: 31'],"['lemma: ""petrista""']",['  tag: ADJ']
2409,['  head_token_index: 9'],"['lemma: "",""']",['  tag: PUNCT']
2410,['  head_token_index: 35'],"['lemma: ""se""']",['  tag: PRON']
2411,['  head_token_index: 9'],"['lemma: ""negar""']",['  tag: VERB']
2412,['  head_token_index: 35'],"['lemma: ""a""']",['  tag: ADP']
2413,['  head_token_index: 36'],"['lemma: ""aceptar""']",['  tag: VERB']
2414,['  head_token_index: 42'],"['lemma: ""que""']",['  tag: ADP']
2415,['  head_token_index: 40'],"['lemma: ""el""']",['  tag: DET']
2416,['  head_token_index: 42'],"['lemma: ""venezolano""']",['  tag: NOUN']
2417,['  head_token_index: 42'],"['lemma: ""estar""']",['  tag: VERB']
2418,['  head_token_index: 37'],"['lemma: ""sufrir""']",['  tag: VERB']
2419,['  head_token_index: 42'],"['lemma: ""en""']",['  tag: ADP']
2420,['  head_token_index: 45'],"['lemma: ""el""']",['  tag: DET']
2421,['  head_token_index: 43'],"['lemma: ""mano""']",['  tag: NOUN']
2422,['  head_token_index: 45'],"['lemma: ""criminal""']",['  tag: ADJ']
2423,['  head_token_index: 45'],"['lemma: ""de""']",['  tag: ADP']
2424,['  head_token_index: 49'],"['lemma: ""un""']",['  tag: DET']
2425,['  head_token_index: 47'],"['lemma: ""dictador""']",['  tag: NOUN']
2426,[],"['lemma: "".""']",['  tag: PUNCT']
2427,['  head_token_index: 54'],"['lemma: ""Qué""']",['  tag: PRON']
2428,['  head_token_index: 51'],"['lemma: ""fácil""']",['  tag: ADJ']
2429,['  head_token_index: 54'],"['lemma: ""se""']",['  tag: PRON']
2430,['  head_token_index: 54'],"['lemma: ""hacer""']",['  tag: VERB']
2431,['  head_token_index: 56'],"['lemma: ""el""']",['  tag: DET']
2432,['  head_token_index: 54'],"['lemma: ""loco""']",['  tag: ADJ']
2433,['  head_token_index: 54'],"['lemma: "".""']",['  tag: PUNCT']
2434,['  head_token_index: 58'],"['lemma: ""https://t.co/dJI8j2CHnC""']",['  tag: NOUN']
2435,['  head_token_index: 18'],"['lemma: ""RT""']",['  tag: NOUN']
2436,[],"['lemma: ""@""']",['  tag: X']
2437,[],"['lemma: ""NTN24ve""']",['  tag: NOUN']
2438,[],"['lemma: "":""']",['  tag: PUNCT']
2439,[],"['lemma: ""#""']",['  tag: NOUN']
2440,['  head_token_index: 4'],"['lemma: ""AHORA""']",['  tag: ADV']
2441,['  head_token_index: 4'],"['lemma: ""Juan""']",['  tag: NOUN']
2442,['  head_token_index: 6'],"['lemma: ""Guaidó""']",['  tag: NOUN']
2443,['  head_token_index: 10'],"['lemma: "",""']",['  tag: PUNCT']
2444,['  head_token_index: 10'],"['lemma: ""nuevo""']",['  tag: ADJ']
2445,['  head_token_index: 4'],"['lemma: ""presidente""']",['  tag: NOUN']
2446,['  head_token_index: 10'],"['lemma: ""de""']",['  tag: ADP']
2447,['  head_token_index: 13'],"['lemma: ""el""']",['  tag: DET']
2448,['  head_token_index: 11'],"['lemma: ""Asamblea""']",['  tag: NOUN']
2449,['  head_token_index: 13'],"['lemma: ""Nacional""']",['  tag: ADJ']
2450,['  head_token_index: 10'],"['lemma: "":""']",['  tag: PUNCT']
2451,['  head_token_index: 17'],"['lemma: ""Este""']",['  tag: DET']
2452,[],"['lemma: ""2019""']",['  tag: NUM']
2453,['  head_token_index: 18'],"['lemma: ""arrancar""']",['  tag: VERB']
2454,['  head_token_index: 18'],"['lemma: ""con""']",['  tag: ADP']
2455,['  head_token_index: 19'],"['lemma: ""silencio""']",['  tag: NOUN']
2456,['  head_token_index: 20'],"['lemma: ""y""']",['  tag: CONJ']
2457,['  head_token_index: 20'],"['lemma: ""tristeza""']",['  tag: NOUN']
2458,['  head_token_index: 18'],"['lemma: ""por""']",['  tag: ADP']
2459,['  head_token_index: 25'],"['lemma: ""el""']",['  tag: DET']
2460,['  head_token_index: 23'],"['lemma: ""ausencia""']",['  tag: NOUN']
2461,['  head_token_index: 25'],"['lemma: ""de""']",['  tag: ADP']
2462,['  head_token_index: 28'],"['lemma: ""quien""']",['  tag: PRON']
2463,['  head_token_index: 26'],"['lemma: ""emigrar""']",['  tag: VERB']
2464,['  head_token_index: 28'],"['lemma: ""y""']",['  tag: CONJ']
2465,['  head_token_index: 28'],"['lemma: ""por""']",['  tag: ADP']
2466,['  head_token_index: 32'],"['lemma: ""el""']",['  tag: DET']
2467,['  head_token_index: 30'],"['lemma: ""más""']",['  tag: ADV']
2468,['  head_token_index: 32'],"['lemma: ""de""']",['  tag: ADP']
2469,['  head_token_index: 35'],"['lemma: ""27.000""']",['  tag: NUM']
2470,['  head_token_index: 33'],"['lemma: ""venezolano""']",['  tag: NOUN']
2471,['  head_token_index: 40'],"['lemma: ""que""']",['  tag: PRON']
2472,['  head_token_index: 40'],"['lemma: ""en""']",['  tag: ADP']
2473,['  head_token_index: 39'],"['lemma: ""el""']",['  tag: DET']
2474,['  head_token_index: 37'],"['lemma: ""2018""']",['  tag: NUM']
2475,['  head_token_index: 35'],"['lemma: ""perder""']",['  tag: VERB']
2476,['  head_token_index: 42'],"['lemma: ""el""']",['  tag: DET']
2477,['  head_token_index: 40'],"['lemma: ""vida""']",['  tag: NOUN']
2478,['  head_token_index: 40'],"['lemma: ""a""']",['  tag: ADP']
2479,['  head_token_index: 43'],"['lemma: ""causa""']",['  tag: NOUN']
2480,['  head_token_index: 43'],"['lemma: ""de""']",['  tag: ADP']
2481,['  head_token_index: 47'],"['lemma: ""el""']",['  tag: DET']
2482,['  head_token_index: 43'],"['lemma: ""inseguridad""']",['  tag: NOUN']
2483,['  head_token_index: 47'],"['lemma: ""#""']",['  tag: X']
2484,['  head_token_index: 48'],"['lemma: ""5Ene""']",['  tag: NOUN']
2485,['  head_token_index: 49'],"['lemma: ""https://t.co/RBk1t0LP6W""']",['  tag: NOUN']
2486,['  head_token_index: 49'],"['lemma: ""https://t.co/4QnGDJOmI1""']",['  tag: NOUN']
2487,[],"['lemma: ""QT""']",['  tag: NOUN']
2488,[],"['lemma: ""@""']",['  tag: X']
2489,[],"['lemma: ""CARLOSFMEJIA""']",['  tag: NOUN']
2490,[],"['lemma: "":""']",['  tag: PUNCT']
2491,['  head_token_index: 5'],"['lemma: ""El""']",['  tag: DET']
2492,['  head_token_index: 10'],"['lemma: ""camino""']",['  tag: NOUN']
2493,['  head_token_index: 5'],"['lemma: ""para""']",['  tag: ADP']
2494,['  head_token_index: 8'],"['lemma: ""el""']",['  tag: DET']
2495,['  head_token_index: 6'],"['lemma: ""mexicano""']",['  tag: NOUN']
2496,['  head_token_index: 10'],"['lemma: ""apenas""']",['  tag: ADV']
2497,[],"['lemma: ""comenzar""']",['  tag: VERB']
2498,['  head_token_index: 10'],"['lemma: "";""']",['  tag: PUNCT']
2499,['  head_token_index: 17'],"['lemma: ""Mientras""']",['  tag: ADP']
2500,['  head_token_index: 14'],"['lemma: ""el""']",['  tag: DET']
2501,['  head_token_index: 17'],"['lemma: ""Grupo""']",['  tag: NOUN']
2502,['  head_token_index: 14'],"['lemma: ""de""']",['  tag: ADP']
2503,['  head_token_index: 15'],"['lemma: ""Lima""']",['  tag: NOUN']
2504,['  head_token_index: 43'],"['lemma: ""lucha""']",['  tag: NOUN']
2505,['  head_token_index: 17'],"['lemma: ""para""']",['  tag: ADP']
2506,['  head_token_index: 18'],"['lemma: ""ayudar""']",['  tag: VERB']
2507,['  head_token_index: 19'],"['lemma: ""a""']",['  tag: ADP']
2508,['  head_token_index: 20'],"['lemma: ""#""']",['  tag: NOUN']
2509,['  head_token_index: 21'],"['lemma: ""Venezuela""']",['  tag: NOUN']
2510,['  head_token_index: 19'],"['lemma: ""a""']",['  tag: ADP']
2511,['  head_token_index: 23'],"['lemma: ""librar""']",['  tag: VERB']
2512,['  head_token_index: 26'],"['lemma: ""se""']",['  tag: PRON']
2513,['  head_token_index: 17'],"['lemma: ""de""']",['  tag: ADP']
2514,['  head_token_index: 28'],"['lemma: ""el""']",['  tag: DET']
2515,['  head_token_index: 26'],"['lemma: ""tiranía""']",['  tag: NOUN']
2516,['  head_token_index: 26'],"['lemma: ""y""']",['  tag: CONJ']
2517,['  head_token_index: 26'],"['lemma: ""a""']",['  tag: ADP']
2518,['  head_token_index: 30'],"['lemma: ""recuperar""']",['  tag: VERB']
2519,['  head_token_index: 33'],"['lemma: ""él""']",['  tag: PRON']
2520,['  head_token_index: 31'],"['lemma: ""democracia""']",['  tag: NOUN']
2521,['  head_token_index: 17'],"['lemma: "",""']",['  tag: PUNCT']
2522,['  head_token_index: 17'],"['lemma: ""@""']",['  tag: PUNCT']
2523,['  head_token_index: 17'],"['lemma: ""lopezobrador_""']",['  tag: VERB']
2524,['  head_token_index: 36'],"['lemma: ""a""']",['  tag: ADP']
2525,['  head_token_index: 39'],"['lemma: ""mejor""']",['  tag: ADJ']
2526,['  head_token_index: 37'],"['lemma: ""estilo""']",['  tag: NOUN']
2527,['  head_token_index: 39'],"['lemma: ""petrista""']",['  tag: ADJ']
2528,['  head_token_index: 17'],"['lemma: "",""']",['  tag: PUNCT']
2529,['  head_token_index: 43'],"['lemma: ""se""']",['  tag: PRON']
2530,['  head_token_index: 10'],"['lemma: ""negar""']",['  tag: VERB']
2531,['  head_token_index: 43'],"['lemma: ""a""']",['  tag: ADP']
2532,['  head_token_index: 44'],"['lemma: ""aceptar""']",['  tag: VERB']
2533,['  head_token_index: 50'],"['lemma: ""que""']",['  tag: ADP']
2534,['  head_token_index: 48'],"['lemma: ""el""']",['  tag: DET']
2535,['  head_token_index: 50'],"['lemma: ""venezolano""']",['  tag: NOUN']
2536,['  head_token_index: 50'],"['lemma: ""estar""']",['  tag: VERB']
2537,['  head_token_index: 45'],"['lemma: ""sufrir""']",['  tag: VERB']
2538,['  head_token_index: 50'],"['lemma: ""en""']",['  tag: ADP']
2539,['  head_token_index: 53'],"['lemma: ""el""']",['  tag: DET']
2540,['  head_token_index: 51'],"['lemma: ""mano""']",['  tag: NOUN']
2541,['  head_token_index: 53'],"['lemma: ""criminal""']",['  tag: ADJ']
2542,['  head_token_index: 53'],"['lemma: ""de""']",['  tag: ADP']
2543,['  head_token_index: 57'],"['lemma: ""un""']",['  tag: DET']
2544,['  head_token_index: 55'],"['lemma: ""dictador""']",['  tag: NOUN']
2545,[],"['lemma: "".""']",['  tag: PUNCT']
2546,['  head_token_index: 62'],"['lemma: ""Qué""']",['  tag: PRON']
2547,['  head_token_index: 59'],"['lemma: ""fácil""']",['  tag: ADJ']
2548,['  head_token_index: 62'],"['lemma: ""se""']",['  tag: PRON']
2549,['  head_token_index: 62'],"['lemma: ""hacer""']",['  tag: VERB']
2550,['  head_token_index: 64'],"['lemma: ""el""']",['  tag: DET']
2551,['  head_token_index: 62'],"['lemma: ""loco""']",['  tag: ADJ']
2552,['  head_token_index: 62'],"['lemma: "".""']",['  tag: PUNCT']
2553,['  head_token_index: 66'],"['lemma: ""https://t.co/dJI8j2CHnC""']",['  tag: NOUN']
2554,[],"['lemma: ""RT""']",['  tag: NOUN']
2555,[],"['lemma: ""@""']",['  tag: X']
2556,[],"['lemma: ""LuisChataing""']",['  tag: NOUN']
2557,[],"['lemma: "":""']",['  tag: PUNCT']
2558,['  head_token_index: 5'],"['lemma: ""NO""']",['  tag: ADV']
2559,['  head_token_index: 6'],"['lemma: ""todos""']",['  tag: PRON']
2560,[],"['lemma: ""ser""']",['  tag: VERB']
2561,['  head_token_index: 8'],"['lemma: ""el""']",['  tag: DET']
2562,['  head_token_index: 6'],"['lemma: ""asesino""']",['  tag: NOUN']
2563,['  head_token_index: 11'],"['lemma: ""que""']",['  tag: PRON']
2564,['  head_token_index: 11'],"['lemma: ""él""']",['  tag: PRON']
2565,['  head_token_index: 8'],"['lemma: ""arrebatar""']",['  tag: VERB']
2566,['  head_token_index: 13'],"['lemma: ""el""']",['  tag: DET']
2567,['  head_token_index: 11'],"['lemma: ""vida""']",['  tag: NOUN']
2568,['  head_token_index: 11'],"['lemma: ""a""']",['  tag: ADP']
2569,['  head_token_index: 14'],"['lemma: ""Diana""']",['  tag: NOUN']
2570,[],"['lemma: "".""']",['  tag: PUNCT']
2571,['  head_token_index: 18'],"['lemma: ""El""']",['  tag: DET']
2572,['  head_token_index: 20'],"['lemma: ""criminal""']",['  tag: NOUN']
2573,['  head_token_index: 20'],"['lemma: ""no""']",['  tag: ADV']
2574,['  head_token_index: 20'],"['lemma: ""ser""']",['  tag: VERB']
2575,['  head_token_index: 20'],"['lemma: ""exclusivo""']",['  tag: ADJ']
2576,['  head_token_index: 21'],"['lemma: ""de""']",['  tag: ADP']
2577,['  head_token_index: 24'],"['lemma: ""ninguno""']",['  tag: DET']
2578,['  head_token_index: 22'],"['lemma: ""país""']",['  tag: NOUN']
2579,['  head_token_index: 20'],"['lemma: "".""']",['  tag: PUNCT']
2580,['  head_token_index: 34'],"['lemma: ""Meter""']",['  tag: VERB']
2581,['  head_token_index: 26'],"['lemma: ""a""']",['  tag: ADP']
2582,['  head_token_index: 30'],"['lemma: ""TODO""']",['  tag: DET']
2583,['  head_token_index: 30'],"['lemma: ""el""']",['  tag: DET']
2584,['  head_token_index: 27'],"['lemma: ""venezolano""']",['  tag: NOUN']
2585,['  head_token_index: 26'],"['lemma: ""en""']",['  tag: ADP']
2586,['  head_token_index: 33'],"['lemma: ""el""']",['  tag: DET']
2587,['  head_token_index: 31'],"['lemma: ""mismo""']",['  tag: NOUN']
2588,['  head_token_index: 34'],"['lemma: ""sacar""']",['  tag: VERB']
2589,['  head_token_index: 34'],"['lemma: ""de""']",['  tag: ADP']
2590,['  head_token_index: 37'],"['lemma: ""un""']",['  tag: DET']
2591,['  head_token_index: 35'],"['lemma: ""criminal""']",['  tag: NOUN']
2592,['  head_token_index: 40'],"['lemma: ""ser""']",['  tag: VERB']
2593,['  head_token_index: 38'],"['lemma: ""como""']",['  tag: ADP']
2594,['  head_token_index: 34'],"['lemma: ""meter""']",['  tag: VERB']
2595,['  head_token_index: 40'],"['lemma: ""a""']",['  tag: ADP']
2596,['  head_token_index: 44'],"['lemma: ""TODO""']",['  tag: DET']
2597,['  head_token_index: 44'],"['lemma: ""el""']",['  tag: DET']
2598,['  head_token_index: 41'],"['lemma: ""ecuatoriano""']",['  tag: NOUN']
2599,['  head_token_index: 40'],"['lemma: ""en""']",['  tag: ADP']
2600,['  head_token_index: 47'],"['lemma: ""el""']",['  tag: DET']
2601,['  head_token_index: 45'],"['lemma: ""saco""']",['  tag: NOUN']
2602,['  head_token_index: 47'],"['lemma: ""de""']",['  tag: ADP']
2603,['  head_token_index: 50'],"['lemma: ""un""']",['  tag: DET']
2604,['  head_token_index: 48'],"['lemma: ""delincuente""']",['  tag: NOUN']
2605,['  head_token_index: 50'],"['lemma: ""nacer""']",['  tag: VERB']
2606,['  head_token_index: 51'],"['lemma: ""en""']",['  tag: ADP']
2607,['  head_token_index: 52'],"['lemma: ""Ecuador""']",['  tag: NOUN']
2608,['  head_token_index: 34'],"['lemma: "".""']",['  tag: PUNCT']
2609,['  head_token_index: 55'],"['lemma: ""#""']",['  tag: NOUN']
2610,['  head_token_index: 55'],"['lemma: ""PiensaloLeninMoreno""']",['  tag: NOUN']
2611,[],"['lemma: ""QT""']",['  tag: NOUN']
2612,[],"['lemma: ""@""']",['  tag: X']
2613,[],"['lemma: ""K_osVenezuela""']",['  tag: NOUN']
2614,[],"['lemma: "":""']",['  tag: PUNCT']
2615,[],"['lemma: ""RT""']",['  tag: NOUN']
2616,['  head_token_index: 4'],"['lemma: ""@""']",['  tag: X']
2617,['  head_token_index: 4'],"['lemma: ""pegada123""']",['  tag: NOUN']
2618,['  head_token_index: 4'],"['lemma: "":""']",['  tag: PUNCT']
2619,['  head_token_index: 4'],"['lemma: ""Seguir""']",['  tag: VERB']
2620,['  head_token_index: 10'],"['lemma: ""el""']",['  tag: DET']
2621,['  head_token_index: 8'],"['lemma: ""expresión""']",['  tag: NOUN']
2622,['  head_token_index: 10'],"['lemma: ""de""']",['  tag: ADP']
2623,['  head_token_index: 11'],"['lemma: ""IRA""']",['  tag: NOUN']
2624,['  head_token_index: 16'],"['lemma: ""...""']",['  tag: PUNCT']
2625,['  head_token_index: 16'],"['lemma: ""cuando""']",['  tag: ADV']
2626,['  head_token_index: 16'],"['lemma: ""se""']",['  tag: PRON']
2627,['  head_token_index: 8'],"['lemma: ""perder""']",['  tag: VERB']
2628,['  head_token_index: 19'],"['lemma: ""el""']",['  tag: DET']
2629,['  head_token_index: 19'],"['lemma: ""poco""']",['  tag: DET']
2630,['  head_token_index: 16'],"['lemma: ""control""']",['  tag: NOUN']
2631,['  head_token_index: 16'],"['lemma: ""...""']",['  tag: PUNCT']
2632,['  head_token_index: 23'],"['lemma: ""todos""']",['  tag: DET']
2633,['  head_token_index: 23'],"['lemma: ""el""']",['  tag: DET']
2634,['  head_token_index: 8'],"['lemma: ""lamentar""']",['  tag: VERB']
2635,['  head_token_index: 28'],"['lemma: ""!""']",['  tag: PUNCT']
2636,['  head_token_index: 28'],"['lemma: ""!""']",['  tag: PUNCT']
2637,['  head_token_index: 28'],"['lemma: ""!""']",['  tag: PUNCT']
2638,['  head_token_index: 28'],"['lemma: ""!""']",['  tag: PUNCT']
2639,['  head_token_index: 23'],"['lemma: ""!""']",['  tag: PUNCT']
2640,['  head_token_index: 29'],"['lemma: ""https://t.co/ua8KuUkVlX""']",['  tag: NOUN']
2641,['  head_token_index: 29'],"['lemma: "";""']",['  tag: PUNCT']
