,dep,lemma,tag
17726,['  head_token_index: 33'],"['lemma: ""venezolano""']",['  tag: ADJ']
17727,['  head_token_index: 24'],"['lemma: ""delincar""']",['  tag: VERB']
17728,['  head_token_index: 24'],"['lemma: ""y""']",['  tag: CONJ']
17729,['  head_token_index: 46'],"['lemma: ""atracar""']",['  tag: VERB']
17730,['  head_token_index: 37'],"['lemma: ""en""']",['  tag: ADP']
17731,['  head_token_index: 40'],"['lemma: ""pleno""']",['  tag: ADJ']
17732,['  head_token_index: 38'],"['lemma: ""luz""']",['  tag: NOUN']
17733,['  head_token_index: 40'],"['lemma: ""de""']",['  tag: ADP']
17734,['  head_token_index: 41'],"['lemma: ""día""']",['  tag: NOUN']
17735,['  head_token_index: 37'],"['lemma: ""/""']",['  tag: PUNCT']
17736,['  head_token_index: 37'],"['lemma: ""/""']",['  tag: PUNCT']
17737,['  head_token_index: 46'],"['lemma: ""Guerrilla""']",['  tag: NOUN']
17738,['  head_token_index: 24'],"['lemma: ""bloquear""']",['  tag: VERB']
17739,['  head_token_index: 46'],"['lemma: ""vía""']",['  tag: NOUN']
17740,['  head_token_index: 47'],"['lemma: ""/""']",['  tag: PUNCT']
17741,['  head_token_index: 47'],"['lemma: ""/""']",['  tag: PUNCT']
17742,['  head_token_index: 3'],"['lemma: "".""']",['  tag: PUNCT']
17743,[],"['lemma: ""Estado""']",['  tag: NOUN']
17744,[],"['lemma: "":""']",['  tag: PUNCT']
17745,[],"['lemma: ""Incomunicado""']",['  tag: VERB']
17746,['  head_token_index: 2'],"['lemma: ""hasta""']",['  tag: ADP']
17747,['  head_token_index: 5'],"['lemma: ""nuevo""']",['  tag: ADJ']
17748,['  head_token_index: 3'],"['lemma: ""orden""']",['  tag: NOUN']
17749,['  head_token_index: 5'],"['lemma: ""Razón""']",['  tag: NOUN']
17750,['  head_token_index: 6'],"['lemma: "":""']",['  tag: PUNCT']
17751,['  head_token_index: 6'],"['lemma: ""Inseguridad""']",['  tag: NOUN']
17752,['  head_token_index: 8'],"['lemma: ""Transmilenio""']",['  tag: NOUN']
17753,['  head_token_index: 9'],"['lemma: ""Venezolano""']",['  tag: ADJ']
17754,['  head_token_index: 7'],"['lemma: ""Conocer""']",['  tag: VERB']
17755,[],"['lemma: ""a""']",['  tag: ADP']
17756,['  head_token_index: 3'],"['lemma: ""emisael""']",['  tag: DET']
17757,['  head_token_index: 1'],"['lemma: ""fuente""']",['  tag: NOUN']
17758,['  head_token_index: 3'],"['lemma: ""de""']",['  tag: ADP']
17759,['  head_token_index: 4'],"['lemma: ""nacionalidad""']",['  tag: NOUN']
17760,['  head_token_index: 5'],"['lemma: ""venezolano""']",['  tag: ADJ']
17761,['  head_token_index: 7'],"['lemma: ""ser""']",['  tag: VERB']
17762,['  head_token_index: 9'],"['lemma: ""un""']",['  tag: DET']
17763,['  head_token_index: 7'],"['lemma: ""violador""']",['  tag: NOUN']
17764,['  head_token_index: 9'],"['lemma: ""abuso""']",['  tag: NOUN']
17765,['  head_token_index: 9'],"['lemma: ""de""']",['  tag: ADP']
17766,['  head_token_index: 13'],"['lemma: ""yo""']",['  tag: PRON']
17767,['  head_token_index: 11'],"['lemma: ""sobrino""']",['  tag: NOUN']
17768,['  head_token_index: 7'],"['lemma: ""y""']",['  tag: CONJ']
17769,['  head_token_index: 7'],"['lemma: ""estar""']",['  tag: VERB']
17770,['  head_token_index: 15'],"['lemma: ""en""']",['  tag: ADP']
17771,['  head_token_index: 18'],"['lemma: ""el""']",['  tag: DET']
17772,['  head_token_index: 16'],"['lemma: ""calle""']",['  tag: NOUN']
17773,['  head_token_index: 18'],"['lemma: ""hullendo""']",['  tag: ADJ']
17774,['  head_token_index: 18'],"['lemma: ""de""']",['  tag: ADP']
17775,['  head_token_index: 22'],"['lemma: ""el""']",['  tag: DET']
17776,['  head_token_index: 20'],"['lemma: ""justicia""']",['  tag: NOUN']
17777,['  head_token_index: 25'],"['lemma: ""si""']",['  tag: ADP']
17778,['  head_token_index: 25'],"['lemma: ""alguien""']",['  tag: PRON']
17779,['  head_token_index: 15'],"['lemma: ""tener""']",['  tag: VERB']
17780,['  head_token_index: 27'],"['lemma: ""algún""']",['  tag: DET']
17781,['  head_token_index: 25'],"['lemma: ""rastro""']",['  tag: NOUN']
17782,['  head_token_index: 27'],"['lemma: ""o""']",['  tag: CONJ']
17783,['  head_token_index: 27'],"['lemma: ""información""']",['  tag: NOUN']
17784,['  head_token_index: 32'],"['lemma: ""por""']",['  tag: ADP']
17785,['  head_token_index: 30'],"['lemma: ""favor""']",['  tag: NOUN']
17786,['  head_token_index: 25'],"['lemma: ""avisar""']",['  tag: VERB']
17787,['  head_token_index: 32'],"['lemma: ""a""']",['  tag: ADP']
17788,['  head_token_index: 35'],"['lemma: ""el""']",['  tag: DET']
17789,['  head_token_index: 33'],"['lemma: ""autoridad""']",['  tag: NOUN']
17790,['  head_token_index: 39'],"['lemma: ""porque""']",['  tag: ADP']
17791,['  head_token_index: 38'],"['lemma: ""él""']",['  tag: PRON']
17792,['  head_token_index: 39'],"['lemma: ""hijo""']",['  tag: NOUN']
17793,['  head_token_index: 32'],"['lemma: ""estar""']",['  tag: VERB']
17794,['  head_token_index: 39'],"['lemma: ""en""']",['  tag: ADP']
17795,['  head_token_index: 40'],"['lemma: ""peligro""']",['  tag: NOUN']
17796,['  head_token_index: 41'],"['lemma: ""https://t.co/lcuYfn8BYA""']",['  tag: NOUN']
17797,[],"['lemma: ""RT""']",['  tag: NOUN']
17798,[],"['lemma: ""@""']",['  tag: X']
17799,[],"['lemma: ""AlimieTorre""']",['  tag: NOUN']
17800,[],"['lemma: "":""']",['  tag: PUNCT']
17801,['  head_token_index: 7'],"['lemma: ""Yo""']",['  tag: PRON']
17802,['  head_token_index: 7'],"['lemma: ""acabar""']",['  tag: VERB']
17803,['  head_token_index: 5'],"['lemma: ""de""']",['  tag: ADP']
17804,[],"['lemma: ""comentar""']",['  tag: VERB']
17805,['  head_token_index: 9'],"['lemma: ""un""']",['  tag: DET']
17806,['  head_token_index: 7'],"['lemma: ""amigo""']",['  tag: NOUN']
17807,['  head_token_index: 9'],"['lemma: ""en""']",['  tag: ADP']
17808,['  head_token_index: 10'],"['lemma: ""Costa""']",['  tag: NOUN']
17809,['  head_token_index: 11'],"['lemma: ""Rica""']",['  tag: NOUN']
17810,['  head_token_index: 14'],"['lemma: ""que""']",['  tag: PRON']
17811,['  head_token_index: 9'],"['lemma: ""conocer""']",['  tag: VERB']
17812,['  head_token_index: 16'],"['lemma: ""un""']",['  tag: DET']
17813,['  head_token_index: 14'],"['lemma: ""par""']",['  tag: NOUN']
17814,['  head_token_index: 16'],"['lemma: ""de""']",['  tag: ADP']
17815,['  head_token_index: 19'],"['lemma: ""‘""']",['  tag: PUNCT']
17816,['  head_token_index: 17'],"['lemma: ""venezolano""']",['  tag: NOUN']
17817,['  head_token_index: 19'],"['lemma: ""’""']",['  tag: PUNCT']
17818,['  head_token_index: 23'],"['lemma: ""que""']",['  tag: PRON']
17819,['  head_token_index: 23'],"['lemma: ""estar""']",['  tag: VERB']
17820,['  head_token_index: 16'],"['lemma: ""comprar""']",['  tag: VERB']
17821,['  head_token_index: 23'],"['lemma: ""casa""']",['  tag: NOUN']
17822,['  head_token_index: 23'],"['lemma: ""en""']",['  tag: ADP']
17823,['  head_token_index: 25'],"['lemma: ""+""']",['  tag: X']
17824,['  head_token_index: 26'],"['lemma: ""$350.000""']",['  tag: NUM']
17825,['  head_token_index: 27'],"['lemma: ""y""']",['  tag: CONJ']
17826,['  head_token_index: 27'],"['lemma: ""carro""']",['  tag: NOUN']
17827,['  head_token_index: 23'],"['lemma: ""en""']",['  tag: ADP']
17828,['  head_token_index: 30'],"['lemma: ""+""']",['  tag: X']
17829,['  head_token_index: 30'],"['lemma: ""$60.000""']",['  tag: NUM']
17830,['  head_token_index: 30'],"['lemma: ""a""']",['  tag: ADP']
17831,['  head_token_index: 36'],"['lemma: ""un""']",['  tag: DET']
17832,['  head_token_index: 36'],"['lemma: ""solo""']",['  tag: PUNCT']
17833,['  head_token_index: 30'],"['lemma: ""pago""']",['  tag: NOUN']
17834,['  head_token_index: 36'],"['lemma: ""y""']",['  tag: CONJ']
17835,['  head_token_index: 36'],"['lemma: ""en""']",['  tag: ADP']
17836,['  head_token_index: 38'],"['lemma: ""efectivo""']",['  tag: NOUN']
17837,[],"['lemma: "".""']",['  tag: PUNCT']
17838,['  head_token_index: 42'],"['lemma: ""Él""']",['  tag: PRON']
17839,['  head_token_index: 42'],"['lemma: ""responder""']",['  tag: VERB']
17840,['  head_token_index: 42'],"['lemma: "":""']",['  tag: PUNCT']
17841,['  head_token_index: 45'],"['lemma: ""no""']",['  tag: ADV']
17842,['  head_token_index: 42'],"['lemma: ""ser""']",['  tag: VERB']
17843,['  head_token_index: 45'],"['lemma: ""venezolano""']",['  tag: ADJ']
17844,['  head_token_index: 42'],"['lemma: "",""']",['  tag: PUNCT']
17845,['  head_token_index: 42'],"['lemma: ""ser""']",['  tag: VERB']
17846,['  head_token_index: 50'],"['lemma: ""el""']",['  tag: DET']
17847,['  head_token_index: 48'],"['lemma: ""maldito""']",['  tag: NOUN']
17848,['  head_token_index: 50'],"['lemma: ""ladrón""']",['  tag: NOUN']
17849,['  head_token_index: 51'],"['lemma: ""chavistas""']",['  tag: ADJ']
17850,['  head_token_index: 54'],"['lemma: ""que""']",['  tag: PRON']
17851,['  head_token_index: 50'],"['lemma: ""defalcar""']",['  tag: VERB']
17852,['  head_token_index: 54'],"['lemma: ""a""']",['  tag: ADP']
17853,['  head_token_index: 55'],"['lemma: ""país""']",['  tag: NOUN']
17854,['  head_token_index: 42'],"['lemma: "".""']",['  tag: PUNCT']
17855,['  head_token_index: 2'],"['lemma: ""RT""']",['  tag: NOUN']
17856,[],"['lemma: ""@""']",['  tag: X']
17857,['  head_token_index: 2'],"['lemma: ""isnardobravo""']",['  tag: VERB']
17858,['  head_token_index: 2'],"['lemma: "":""']",['  tag: PUNCT']
17859,['  head_token_index: 5'],"['lemma: ""El""']",['  tag: DET']
17860,['  head_token_index: 7'],"['lemma: ""cubano""']",['  tag: NOUN']
17861,['  head_token_index: 7'],"['lemma: ""se""']",['  tag: PRON']
17862,['  head_token_index: 2'],"['lemma: ""arriesgar""']",['  tag: VERB']
17863,['  head_token_index: 7'],"['lemma: ""a""']",['  tag: ADP']
17864,['  head_token_index: 8'],"['lemma: ""lanzar""']",['  tag: VERB']
17865,['  head_token_index: 11'],"['lemma: ""se""']",['  tag: PRON']
17866,['  head_token_index: 9'],"['lemma: ""a""']",['  tag: ADP']
17867,['  head_token_index: 11'],"['lemma: ""mar""']",['  tag: NOUN']
17868,['  head_token_index: 9'],"['lemma: ""🌊""']",['  tag: PUNCT']
17869,['  head_token_index: 13'],"['lemma: ""buscar""']",['  tag: VERB']
17870,['  head_token_index: 16'],"['lemma: ""el""']",['  tag: DET']
17871,['  head_token_index: 14'],"['lemma: ""libertad""']",['  tag: NOUN']
17872,['  head_token_index: 22'],"['lemma: ""que""']",['  tag: ADP']
17873,['  head_token_index: 19'],"['lemma: ""el""']",['  tag: DET']
17874,['  head_token_index: 22'],"['lemma: ""delincuente""']",['  tag: NOUN']
17875,['  head_token_index: 19'],"['lemma: ""castristas""']",['  tag: ADJ']
17876,['  head_token_index: 22'],"['lemma: ""él""']",['  tag: PRON']
17877,['  head_token_index: 16'],"['lemma: ""quitar""']",['  tag: VERB']
17878,['  head_token_index: 2'],"['lemma: "".""']",['  tag: PUNCT']
17879,['  head_token_index: 29'],"['lemma: ""Ahora""']",['  tag: ADV']
17880,['  head_token_index: 29'],"['lemma: ""miles""']",['  tag: NOUN']
17881,['  head_token_index: 25'],"['lemma: ""de""']",['  tag: ADP']
17882,['  head_token_index: 26'],"['lemma: ""hermano""']",['  tag: NOUN']
17883,['  head_token_index: 27'],"['lemma: ""venezolano""']",['  tag: ADJ']
17884,['  head_token_index: 29'],"['lemma: ""caminar""']",['  tag: VERB']
17885,['  head_token_index: 29'],"['lemma: ""kilómetro""']",['  tag: NOUN']
17886,['  head_token_index: 29'],"['lemma: ""bajo""']",['  tag: ADP']
17887,['  head_token_index: 33'],"['lemma: ""el""']",['  tag: DET']
17888,['  head_token_index: 31'],"['lemma: ""sol""']",['  tag: NOUN']
17889,['  head_token_index: 29'],"['lemma: ""huir""']",['  tag: VERB']
17890,['  head_token_index: 34'],"['lemma: ""de""']",['  tag: ADP']
17891,['  head_token_index: 37'],"['lemma: ""el""']",['  tag: DET']
17892,['  head_token_index: 35'],"['lemma: ""delincuencia""']",['  tag: NOUN']
17893,['  head_token_index: 37'],"['lemma: ""rojo""']",['  tag: ADJ']
17894,['  head_token_index: 29'],"['lemma: "".""']",['  tag: PUNCT']
17895,['  head_token_index: 44'],"['lemma: ""Quien""']",['  tag: PRON']
17896,['  head_token_index: 44'],"['lemma: ""el""']",['  tag: PRON']
17897,['  head_token_index: 44'],"['lemma: ""ir""']",['  tag: VERB']
17898,['  head_token_index: 42'],"['lemma: ""a""']",['  tag: ADP']
17899,['  head_token_index: 44'],"['lemma: ""imaginar""']",['  tag: VERB']
17900,['  head_token_index: 44'],"['lemma: ""😔""']",['  tag: PUNCT']
17901,[],"['lemma: ""RT""']",['  tag: NOUN']
17902,[],"['lemma: ""@""']",['  tag: X']
17903,[],"['lemma: ""AlimieTorre""']",['  tag: NOUN']
17904,[],"['lemma: "":""']",['  tag: PUNCT']
17905,['  head_token_index: 7'],"['lemma: ""Yo""']",['  tag: PRON']
17906,['  head_token_index: 7'],"['lemma: ""acabar""']",['  tag: VERB']
17907,['  head_token_index: 5'],"['lemma: ""de""']",['  tag: ADP']
17908,[],"['lemma: ""comentar""']",['  tag: VERB']
17909,['  head_token_index: 9'],"['lemma: ""un""']",['  tag: DET']
17910,['  head_token_index: 7'],"['lemma: ""amigo""']",['  tag: NOUN']
17911,['  head_token_index: 9'],"['lemma: ""en""']",['  tag: ADP']
17912,['  head_token_index: 10'],"['lemma: ""Costa""']",['  tag: NOUN']
17913,['  head_token_index: 11'],"['lemma: ""Rica""']",['  tag: NOUN']
17914,['  head_token_index: 14'],"['lemma: ""que""']",['  tag: PRON']
17915,['  head_token_index: 9'],"['lemma: ""conocer""']",['  tag: VERB']
17916,['  head_token_index: 16'],"['lemma: ""un""']",['  tag: DET']
17917,['  head_token_index: 14'],"['lemma: ""par""']",['  tag: NOUN']
17918,['  head_token_index: 16'],"['lemma: ""de""']",['  tag: ADP']
17919,['  head_token_index: 19'],"['lemma: ""‘""']",['  tag: PUNCT']
17920,['  head_token_index: 17'],"['lemma: ""venezolano""']",['  tag: NOUN']
17921,['  head_token_index: 19'],"['lemma: ""’""']",['  tag: PUNCT']
17922,['  head_token_index: 23'],"['lemma: ""que""']",['  tag: PRON']
17923,['  head_token_index: 23'],"['lemma: ""estar""']",['  tag: VERB']
17924,['  head_token_index: 16'],"['lemma: ""comprar""']",['  tag: VERB']
17925,['  head_token_index: 23'],"['lemma: ""casa""']",['  tag: NOUN']
17926,['  head_token_index: 23'],"['lemma: ""en""']",['  tag: ADP']
17927,['  head_token_index: 25'],"['lemma: ""+""']",['  tag: X']
17928,['  head_token_index: 26'],"['lemma: ""$350.000""']",['  tag: NUM']
17929,['  head_token_index: 27'],"['lemma: ""y""']",['  tag: CONJ']
17930,['  head_token_index: 27'],"['lemma: ""carro""']",['  tag: NOUN']
17931,['  head_token_index: 23'],"['lemma: ""en""']",['  tag: ADP']
17932,['  head_token_index: 30'],"['lemma: ""+""']",['  tag: X']
17933,['  head_token_index: 30'],"['lemma: ""$60.000""']",['  tag: NUM']
17934,['  head_token_index: 30'],"['lemma: ""a""']",['  tag: ADP']
17935,['  head_token_index: 36'],"['lemma: ""un""']",['  tag: DET']
17936,['  head_token_index: 36'],"['lemma: ""solo""']",['  tag: PUNCT']
17937,['  head_token_index: 30'],"['lemma: ""pago""']",['  tag: NOUN']
17938,['  head_token_index: 36'],"['lemma: ""y""']",['  tag: CONJ']
17939,['  head_token_index: 36'],"['lemma: ""en""']",['  tag: ADP']
17940,['  head_token_index: 38'],"['lemma: ""efectivo""']",['  tag: NOUN']
17941,[],"['lemma: "".""']",['  tag: PUNCT']
17942,['  head_token_index: 42'],"['lemma: ""Él""']",['  tag: PRON']
17943,['  head_token_index: 42'],"['lemma: ""responder""']",['  tag: VERB']
17944,['  head_token_index: 42'],"['lemma: "":""']",['  tag: PUNCT']
17945,['  head_token_index: 45'],"['lemma: ""no""']",['  tag: ADV']
17946,['  head_token_index: 42'],"['lemma: ""ser""']",['  tag: VERB']
17947,['  head_token_index: 45'],"['lemma: ""venezolano""']",['  tag: ADJ']
17948,['  head_token_index: 42'],"['lemma: "",""']",['  tag: PUNCT']
17949,['  head_token_index: 42'],"['lemma: ""ser""']",['  tag: VERB']
17950,['  head_token_index: 50'],"['lemma: ""el""']",['  tag: DET']
17951,['  head_token_index: 48'],"['lemma: ""maldito""']",['  tag: NOUN']
17952,['  head_token_index: 50'],"['lemma: ""ladrón""']",['  tag: NOUN']
17953,['  head_token_index: 51'],"['lemma: ""chavistas""']",['  tag: ADJ']
17954,['  head_token_index: 54'],"['lemma: ""que""']",['  tag: PRON']
17955,['  head_token_index: 50'],"['lemma: ""defalcar""']",['  tag: VERB']
17956,['  head_token_index: 54'],"['lemma: ""a""']",['  tag: ADP']
17957,['  head_token_index: 55'],"['lemma: ""país""']",['  tag: NOUN']
17958,['  head_token_index: 42'],"['lemma: "".""']",['  tag: PUNCT']
17959,[],"['lemma: ""RT""']",['  tag: NOUN']
17960,[],"['lemma: ""@""']",['  tag: X']
17961,[],"['lemma: ""Feraristeguieta""']",['  tag: NOUN']
17962,[],"['lemma: "":""']",['  tag: PUNCT']
17963,['  head_token_index: 5'],"['lemma: ""Qué""']",['  tag: DET']
17964,['  head_token_index: 6'],"['lemma: ""dolor""']",['  tag: NOUN']
17965,[],"['lemma: ""ver""']",['  tag: VERB']
17966,['  head_token_index: 8'],"['lemma: ""tantos""']",['  tag: DET']
17967,['  head_token_index: 6'],"['lemma: ""hermano""']",['  tag: NOUN']
17968,['  head_token_index: 8'],"['lemma: ""venezolano""']",['  tag: ADJ']
17969,['  head_token_index: 6'],"['lemma: ""en""']",['  tag: ADP']
17970,['  head_token_index: 12'],"['lemma: ""el""']",['  tag: DET']
17971,['  head_token_index: 10'],"['lemma: ""calle""']",['  tag: NOUN']
17972,['  head_token_index: 12'],"['lemma: ""de""']",['  tag: ADP']
17973,['  head_token_index: 13'],"['lemma: ""Cali""']",['  tag: NOUN']
17974,['  head_token_index: 6'],"['lemma: ""pedir""']",['  tag: VERB']
17975,['  head_token_index: 15'],"['lemma: ""dinero""']",['  tag: NOUN']
17976,['  head_token_index: 15'],"['lemma: ""para""']",['  tag: ADP']
17977,['  head_token_index: 17'],"['lemma: ""sobrevivir""']",['  tag: VERB']
17978,[],"['lemma: "".""']",['  tag: PUNCT']
17979,['  head_token_index: 22'],"['lemma: ""Tener""']",['  tag: VERB']
17980,['  head_token_index: 20'],"['lemma: ""que""']",['  tag: ADP']
17981,['  head_token_index: 22'],"['lemma: ""huir""']",['  tag: VERB']
17982,['  head_token_index: 22'],"['lemma: ""de""']",['  tag: ADP']
17983,['  head_token_index: 23'],"['lemma: ""hambre""']",['  tag: NOUN']
17984,['  head_token_index: 26'],"['lemma: "",""']",['  tag: PUNCT']
17985,['  head_token_index: 22'],"['lemma: ""de""']",['  tag: ADP']
17986,['  head_token_index: 28'],"['lemma: ""el""']",['  tag: DET']
17987,['  head_token_index: 26'],"['lemma: ""inseguridad""']",['  tag: NOUN']
17988,['  head_token_index: 30'],"['lemma: "",""']",['  tag: PUNCT']
17989,['  head_token_index: 28'],"['lemma: ""de""']",['  tag: ADP']
17990,['  head_token_index: 30'],"['lemma: ""desempleo""']",['  tag: NOUN']
17991,['  head_token_index: 30'],"['lemma: "",""']",['  tag: PUNCT']
17992,['  head_token_index: 28'],"['lemma: ""de""']",['  tag: ADP']
17993,['  head_token_index: 35'],"['lemma: ""el""']",['  tag: DET']
17994,['  head_token_index: 33'],"['lemma: ""miseria""']",['  tag: NOUN']
17995,['  head_token_index: 22'],"['lemma: "".""']",['  tag: PUNCT']
17996,['  head_token_index: 37'],"['lemma: ""Todo""']",['  tag: PRON']
17997,['  head_token_index: 37'],"['lemma: ""por""']",['  tag: ADP']
17998,['  head_token_index: 38'],"['lemma: ""culpa""']",['  tag: NOUN']
17999,['  head_token_index: 39'],"['lemma: ""de""']",['  tag: ADP']
18000,['  head_token_index: 42'],"['lemma: ""un""']",['  tag: DET']
18001,['  head_token_index: 40'],"['lemma: ""grupete""']",['  tag: NOUN']
18002,['  head_token_index: 42'],"['lemma: ""de""']",['  tag: ADP']
18003,['  head_token_index: 43'],"['lemma: ""desgraciado""']",['  tag: ADJ']
18004,['  head_token_index: 47'],"['lemma: ""que""']",['  tag: PRON']
18005,['  head_token_index: 47'],"['lemma: ""seguir""']",['  tag: VERB']
18006,['  head_token_index: 42'],"['lemma: ""amarrar""']",['  tag: VERB']
18007,['  head_token_index: 47'],"['lemma: ""a""']",['  tag: ADP']
18008,['  head_token_index: 48'],"['lemma: ""poder""']",['  tag: NOUN']
18009,['  head_token_index: 37'],"['lemma: "".""']",['  tag: PUNCT']
18010,['  head_token_index: 53'],"['lemma: ""@""']",['  tag: PUNCT']
18011,['  head_token_index: 53'],"['lemma: ""NicolasMadurar""']",['  tag: NOUN']
18012,['  head_token_index: 53'],"['lemma: ""sinvergüenza""']",['  tag: NOUN']
18013,['  head_token_index: 53'],"['lemma: "".""']",['  tag: PUNCT']
18014,[],"['lemma: ""RT""']",['  tag: NOUN']
18015,[],"['lemma: ""@""']",['  tag: X']
18016,[],"['lemma: ""Feraristeguieta""']",['  tag: NOUN']
18017,[],"['lemma: "":""']",['  tag: PUNCT']
18018,['  head_token_index: 5'],"['lemma: ""Qué""']",['  tag: DET']
18019,['  head_token_index: 6'],"['lemma: ""dolor""']",['  tag: NOUN']
18020,[],"['lemma: ""ver""']",['  tag: VERB']
18021,['  head_token_index: 8'],"['lemma: ""tantos""']",['  tag: DET']
18022,['  head_token_index: 6'],"['lemma: ""hermano""']",['  tag: NOUN']
18023,['  head_token_index: 8'],"['lemma: ""venezolano""']",['  tag: ADJ']
18024,['  head_token_index: 6'],"['lemma: ""en""']",['  tag: ADP']
18025,['  head_token_index: 12'],"['lemma: ""el""']",['  tag: DET']
18026,['  head_token_index: 10'],"['lemma: ""calle""']",['  tag: NOUN']
18027,['  head_token_index: 12'],"['lemma: ""de""']",['  tag: ADP']
18028,['  head_token_index: 13'],"['lemma: ""Cali""']",['  tag: NOUN']
18029,['  head_token_index: 6'],"['lemma: ""pedir""']",['  tag: VERB']
18030,['  head_token_index: 15'],"['lemma: ""dinero""']",['  tag: NOUN']
18031,['  head_token_index: 15'],"['lemma: ""para""']",['  tag: ADP']
18032,['  head_token_index: 17'],"['lemma: ""sobrevivir""']",['  tag: VERB']
18033,[],"['lemma: "".""']",['  tag: PUNCT']
18034,['  head_token_index: 22'],"['lemma: ""Tener""']",['  tag: VERB']
18035,['  head_token_index: 20'],"['lemma: ""que""']",['  tag: ADP']
18036,['  head_token_index: 22'],"['lemma: ""huir""']",['  tag: VERB']
18037,['  head_token_index: 22'],"['lemma: ""de""']",['  tag: ADP']
18038,['  head_token_index: 23'],"['lemma: ""hambre""']",['  tag: NOUN']
18039,['  head_token_index: 26'],"['lemma: "",""']",['  tag: PUNCT']
18040,['  head_token_index: 22'],"['lemma: ""de""']",['  tag: ADP']
18041,['  head_token_index: 28'],"['lemma: ""el""']",['  tag: DET']
18042,['  head_token_index: 26'],"['lemma: ""inseguridad""']",['  tag: NOUN']
18043,['  head_token_index: 30'],"['lemma: "",""']",['  tag: PUNCT']
18044,['  head_token_index: 28'],"['lemma: ""de""']",['  tag: ADP']
18045,['  head_token_index: 30'],"['lemma: ""desempleo""']",['  tag: NOUN']
18046,['  head_token_index: 30'],"['lemma: "",""']",['  tag: PUNCT']
18047,['  head_token_index: 28'],"['lemma: ""de""']",['  tag: ADP']
18048,['  head_token_index: 35'],"['lemma: ""el""']",['  tag: DET']
18049,['  head_token_index: 33'],"['lemma: ""miseria""']",['  tag: NOUN']
18050,['  head_token_index: 22'],"['lemma: "".""']",['  tag: PUNCT']
18051,['  head_token_index: 37'],"['lemma: ""Todo""']",['  tag: PRON']
18052,['  head_token_index: 37'],"['lemma: ""por""']",['  tag: ADP']
18053,['  head_token_index: 38'],"['lemma: ""culpa""']",['  tag: NOUN']
18054,['  head_token_index: 39'],"['lemma: ""de""']",['  tag: ADP']
18055,['  head_token_index: 42'],"['lemma: ""un""']",['  tag: DET']
18056,['  head_token_index: 40'],"['lemma: ""grupete""']",['  tag: NOUN']
18057,['  head_token_index: 42'],"['lemma: ""de""']",['  tag: ADP']
18058,['  head_token_index: 43'],"['lemma: ""desgraciado""']",['  tag: ADJ']
18059,['  head_token_index: 47'],"['lemma: ""que""']",['  tag: PRON']
18060,['  head_token_index: 47'],"['lemma: ""seguir""']",['  tag: VERB']
18061,['  head_token_index: 42'],"['lemma: ""amarrar""']",['  tag: VERB']
18062,['  head_token_index: 47'],"['lemma: ""a""']",['  tag: ADP']
18063,['  head_token_index: 48'],"['lemma: ""poder""']",['  tag: NOUN']
18064,['  head_token_index: 37'],"['lemma: "".""']",['  tag: PUNCT']
18065,['  head_token_index: 53'],"['lemma: ""@""']",['  tag: PUNCT']
18066,['  head_token_index: 53'],"['lemma: ""NicolasMadurar""']",['  tag: NOUN']
18067,['  head_token_index: 53'],"['lemma: ""sinvergüenza""']",['  tag: NOUN']
18068,['  head_token_index: 53'],"['lemma: "".""']",['  tag: PUNCT']
18069,['  head_token_index: 1'],"['lemma: ""@""']",['  tag: X']
18070,['  head_token_index: 1'],"['lemma: ""carlawildmar""']",['  tag: VERB']
18071,['  head_token_index: 5'],"['lemma: ""@""']",['  tag: X']
18072,['  head_token_index: 2'],"['lemma: ""NoSoyArdilla_""']",['  tag: NOUN']
18073,['  head_token_index: 5'],"['lemma: ""Yo""']",['  tag: PRON']
18074,['  head_token_index: 1'],"['lemma: ""corresponder""']",['  tag: VERB']
18075,['  head_token_index: 5'],"['lemma: ""como""']",['  tag: ADP']
18076,['  head_token_index: 6'],"['lemma: ""ciudadano""']",['  tag: NOUN']
18077,['  head_token_index: 7'],"['lemma: ""colombiano""']",['  tag: ADJ']
18078,['  head_token_index: 5'],"['lemma: ""denunciar""']",['  tag: VERB']
18079,['  head_token_index: 9'],"['lemma: ""tú""']",['  tag: PRON']
18080,['  head_token_index: 9'],"['lemma: ""a""']",['  tag: ADP']
18081,['  head_token_index: 13'],"['lemma: ""el""']",['  tag: DET']
18082,['  head_token_index: 11'],"['lemma: ""justicia""']",['  tag: NOUN']
18083,['  head_token_index: 13'],"['lemma: ""venezolano""']",['  tag: ADJ']
18084,['  head_token_index: 9'],"['lemma: ""por""']",['  tag: ADP']
18085,['  head_token_index: 15'],"['lemma: ""medio""']",['  tag: NOUN']
18086,['  head_token_index: 16'],"['lemma: ""de""']",['  tag: ADP']
18087,['  head_token_index: 19'],"['lemma: ""el""']",['  tag: DET']
18088,['  head_token_index: 17'],"['lemma: ""contacto""']",['  tag: NOUN']
18089,['  head_token_index: 19'],"['lemma: ""venezolano""']",['  tag: ADJ']
18090,['  head_token_index: 1'],"['lemma: "".""']",['  tag: PUNCT']
18091,['  head_token_index: 28'],"['lemma: ""Pantallazo""']",['  tag: NOUN']
18092,['  head_token_index: 22'],"['lemma: ""como""']",['  tag: ADP']
18093,['  head_token_index: 23'],"['lemma: ""prueba""']",['  tag: NOUN']
18094,['  head_token_index: 22'],"['lemma: ""y""']",['  tag: CONJ']
