,dep,lemma,tag
376,['  head_token_index: 1'],"['lemma: ""¿""']",['  tag: PUNCT']
377,['  head_token_index: 3'],"['lemma: ""Haber""']",['  tag: VERB']
378,['  head_token_index: 1'],"['lemma: ""efecto""']",['  tag: NOUN']
379,['  head_token_index: 3'],"['lemma: ""dominar""']",['  tag: VERB']
380,['  head_token_index: 3'],"['lemma: ""por""']",['  tag: ADP']
381,['  head_token_index: 4'],"['lemma: ""deserción""']",['  tag: NOUN']
382,['  head_token_index: 5'],"['lemma: ""venezolano""']",['  tag: ADJ']
383,['  head_token_index: 3'],"['lemma: ""?""']",['  tag: PUNCT']
384,['  head_token_index: 4'],"['lemma: ""En""']",['  tag: ADP']
385,[],"['lemma: ""Ureño""']",['  tag: NOUN']
386,[],"['lemma: "",""']",['  tag: PUNCT']
387,['  head_token_index: 4'],"['lemma: ""niño""']",['  tag: NOUN']
388,['  head_token_index: 4'],"['lemma: ""pedir""']",['  tag: VERB']
389,['  head_token_index: 7'],"['lemma: ""que""']",['  tag: ADP']
390,['  head_token_index: 7'],"['lemma: ""el""']",['  tag: PRON']
391,['  head_token_index: 4'],"['lemma: ""dejar""']",['  tag: VERB']
392,['  head_token_index: 7'],"['lemma: ""cruzar""']",['  tag: VERB']
393,['  head_token_index: 10'],"['lemma: ""el""']",['  tag: DET']
394,['  head_token_index: 8'],"['lemma: ""frontera""']",['  tag: NOUN']
395,['  head_token_index: 8'],"['lemma: ""para""']",['  tag: ADP']
396,['  head_token_index: 11'],"['lemma: ""estudiar""']",['  tag: VERB']
397,['  head_token_index: 2'],"['lemma: ""Río""']",['  tag: NOUN']
398,['  head_token_index: 2'],"['lemma: ""de""']",['  tag: X']
399,['  head_token_index: 2'],"['lemma: ""susurros""']",['  tag: X']
400,['  head_token_index: 1'],"['lemma: ""¿""']",['  tag: PUNCT']
401,['  head_token_index: 1'],"['lemma: ""Poder""']",['  tag: VERB']
402,['  head_token_index: 3'],"['lemma: ""el""']",['  tag: DET']
403,['  head_token_index: 5'],"['lemma: ""gobierno""']",['  tag: NOUN']
404,['  head_token_index: 3'],"['lemma: ""colombiano""']",['  tag: ADJ']
405,['  head_token_index: 1'],"['lemma: ""transferir""']",['  tag: VERB']
406,['  head_token_index: 7'],"['lemma: ""el""']",['  tag: DET']
407,['  head_token_index: 5'],"['lemma: ""empresa""']",['  tag: NOUN']
408,['  head_token_index: 7'],"['lemma: ""venezolano""']",['  tag: ADJ']
409,['  head_token_index: 1'],"['lemma: ""...""']",['  tag: PUNCT']
410,[],"['lemma: ""Nacer""']",['  tag: VERB']
411,[],"['lemma: "",""']",['  tag: PUNCT']
412,[],"['lemma: ""comer""']",['  tag: VERB']
413,['  head_token_index: 2'],"['lemma: ""y""']",['  tag: CONJ']
414,['  head_token_index: 2'],"['lemma: ""vivir""']",['  tag: VERB']
415,['  head_token_index: 4'],"['lemma: ""en""']",['  tag: ADP']
416,['  head_token_index: 7'],"['lemma: ""el""']",['  tag: DET']
417,['  head_token_index: 5'],"['lemma: ""frontera""']",['  tag: NOUN']
418,['  head_token_index: 2'],"['lemma: ""Defensa""']",['  tag: NOUN']
419,[],"['lemma: ""Civil""']",['  tag: ADJ']
420,['  head_token_index: 2'],"['lemma: ""buscar""']",['  tag: VERB']
421,['  head_token_index: 2'],"['lemma: ""evaluar""']",['  tag: VERB']
422,['  head_token_index: 3'],"['lemma: ""con""']",['  tag: ADP']
423,['  head_token_index: 4'],"['lemma: ""ente""']",['  tag: NOUN']
424,['  head_token_index: 5'],"['lemma: ""venezolano""']",['  tag: ADJ']
425,['  head_token_index: 5'],"['lemma: ""crisis""']",['  tag: NOUN']
426,['  head_token_index: 7'],"['lemma: ""humanitario""']",['  tag: ADJ']
427,['  head_token_index: 5'],"['lemma: ""Experto""']",['  tag: NOUN']
428,[],"['lemma: ""en""']",['  tag: ADP']
429,['  head_token_index: 1'],"['lemma: ""libertad""']",['  tag: NOUN']
430,['  head_token_index: 2'],"['lemma: ""de""']",['  tag: ADP']
431,['  head_token_index: 3'],"['lemma: ""expresión""']",['  tag: NOUN']
432,['  head_token_index: 5'],"['lemma: ""advertir""']",['  tag: VERB']
433,['  head_token_index: 5'],"['lemma: ""sobre""']",['  tag: ADP']
434,['  head_token_index: 6'],"['lemma: ""aumento""']",['  tag: NOUN']
435,['  head_token_index: 7'],"['lemma: ""de""']",['  tag: ADP']
436,['  head_token_index: 5'],"['lemma: ""...""']",['  tag: PUNCT']
437,['  head_token_index: 2'],"['lemma: ""Fundación""']",['  tag: NOUN']
438,[],"['lemma: ""venezolano""']",['  tag: ADJ']
439,['  head_token_index: 2'],"['lemma: ""reforzar""']",['  tag: VERB']
440,['  head_token_index: 2'],"['lemma: ""labor""']",['  tag: NOUN']
441,['  head_token_index: 2'],"['lemma: ""para""']",['  tag: ADP']
442,['  head_token_index: 4'],"['lemma: ""atender""']",['  tag: VERB']
443,['  head_token_index: 5'],"['lemma: ""a""']",['  tag: ADP']
444,['  head_token_index: 6'],"['lemma: ""él""']",['  tag: PRON']
445,['  head_token_index: 2'],"['lemma: ""...""']",['  tag: PUNCT']
446,['  head_token_index: 1'],"['lemma: ""Gobierno""']",['  tag: NOUN']
447,['  head_token_index: 1'],"['lemma: ""confirmar""']",['  tag: VERB']
448,['  head_token_index: 1'],"['lemma: ""retiro""']",['  tag: NOUN']
449,['  head_token_index: 2'],"['lemma: ""de""']",['  tag: ADP']
450,['  head_token_index: 6'],"['lemma: ""todo""']",['  tag: DET']
451,['  head_token_index: 6'],"['lemma: ""el""']",['  tag: DET']
452,['  head_token_index: 3'],"['lemma: ""personal""']",['  tag: NOUN']
453,['  head_token_index: 6'],"['lemma: ""diplomático""']",['  tag: NOUN']
454,['  head_token_index: 7'],"['lemma: ""de""']",['  tag: ADP']
455,['  head_token_index: 8'],"['lemma: ""Venezuela""']",['  tag: NOUN']
456,['  head_token_index: 1'],"['lemma: ""Este""']",['  tag: DET']
457,['  head_token_index: 2'],"['lemma: ""martes""']",['  tag: NOUN']
458,['  head_token_index: 2'],"['lemma: ""haber""']",['  tag: VERB']
459,['  head_token_index: 2'],"['lemma: ""reunión""']",['  tag: NOUN']
460,['  head_token_index: 3'],"['lemma: ""extraordinario""']",['  tag: ADJ']
461,['  head_token_index: 3'],"['lemma: ""en""']",['  tag: ADP']
462,['  head_token_index: 7'],"['lemma: ""el""']",['  tag: DET']
463,['  head_token_index: 5'],"['lemma: ""ONU""']",['  tag: NOUN']
464,['  head_token_index: 3'],"['lemma: ""sobre""']",['  tag: ADP']
465,['  head_token_index: 8'],"['lemma: ""situación""']",['  tag: NOUN']
466,['  head_token_index: 2'],"['lemma: ""...""']",['  tag: PUNCT']
467,['  head_token_index: 4'],"['lemma: ""Familia""']",['  tag: NOUN']
468,[],"['lemma: ""venezolano""']",['  tag: ADJ']
469,['  head_token_index: 1'],"['lemma: ""y""']",['  tag: CONJ']
470,['  head_token_index: 1'],"['lemma: ""cartageneras""']","['  content: ""cartageneras""', '  tag: ADJ', 'lemma: ""cartageneras""']"
471,['  head_token_index: 4'],"['lemma: ""invadir""']","[': cartagenerastext {', '  tag: VERB']"
472,['  head_token_index: 4'],"['lemma: ""terreno""']",['  tag: NOUN']
473,['  head_token_index: 4'],"['lemma: ""y""']",['  tag: CONJ']
474,['  head_token_index: 4'],"['lemma: ""construir""']",['  tag: VERB']
475,['  head_token_index: 4'],"['lemma: ""...""']",['  tag: PUNCT']
476,['  head_token_index: 1'],"['lemma: ""Primero""']",['  tag: ADJ']
477,['  head_token_index: 6'],"['lemma: ""camión""']",['  tag: NOUN']
478,['  head_token_index: 1'],"['lemma: ""con""']",['  tag: ADP']
479,['  head_token_index: 2'],"['lemma: ""ayuda""']",['  tag: NOUN']
480,['  head_token_index: 3'],"['lemma: ""desde""']",['  tag: ADP']
481,['  head_token_index: 4'],"['lemma: ""Colombia""']",['  tag: NOUN']
482,['  head_token_index: 6'],"['lemma: ""permanecer""']",['  tag: VERB']
483,['  head_token_index: 6'],"['lemma: ""...""']",['  tag: PUNCT']
484,['  head_token_index: 1'],"['lemma: ""Guaidar""']",['  tag: NOUN']
485,['  head_token_index: 1'],"['lemma: ""preguntar""']",['  tag: VERB']
486,['  head_token_index: 1'],"['lemma: ""a""']",['  tag: ADP']
487,['  head_token_index: 2'],"['lemma: ""Fuerza""']",['  tag: NOUN']
488,['  head_token_index: 3'],"['lemma: ""Armadas""']",['  tag: ADJ']
489,['  head_token_index: 3'],"['lemma: ""venezolano""']",['  tag: ADJ']
490,['  head_token_index: 1'],"['lemma: "":""']",['  tag: PUNCT']
491,['  head_token_index: 10'],"['lemma: ""¿""']",['  tag: PUNCT']
492,['  head_token_index: 10'],"['lemma: ""Qué""']",['  tag: PRON']
493,['  head_token_index: 8'],"['lemma: ""más""']",['  tag: ADV']
494,['  head_token_index: 1'],"['lemma: ""ir""']",['  tag: VERB']
495,['  head_token_index: 10'],"['lemma: ""a""']",['  tag: ADP']
496,['  head_token_index: 10'],"['lemma: ""...""']",['  tag: PUNCT']
497,['  head_token_index: 5'],"['lemma: ""Periodista""']",['  tag: NOUN']
498,[],"['lemma: ""Luis""']",['  tag: NOUN']
499,['  head_token_index: 1'],"['lemma: ""Carlos""']",['  tag: NOUN']
500,['  head_token_index: 1'],"['lemma: ""Díaz""']",['  tag: NOUN']
501,['  head_token_index: 5'],"['lemma: ""se""']",['  tag: PRON']
502,['  head_token_index: 5'],"['lemma: ""quedar""']",['  tag: VERB']
503,['  head_token_index: 5'],"['lemma: ""en""']",['  tag: ADP']
504,['  head_token_index: 6'],"['lemma: ""Venezuela""']",['  tag: NOUN']
505,['  head_token_index: 5'],"['lemma: "",""']",['  tag: PUNCT']
506,['  head_token_index: 5'],"['lemma: ""decir""']",['  tag: VERB']
507,['  head_token_index: 11'],"['lemma: ""él""']",['  tag: PRON']
508,['  head_token_index: 9'],"['lemma: ""padre""']",['  tag: NOUN']
509,['  head_token_index: 2'],"['lemma: ""Fuerza""']",['  tag: NOUN']
510,[],"['lemma: ""venezolano""']",['  tag: ADJ']
511,['  head_token_index: 2'],"['lemma: ""impedir""']",['  tag: VERB']
512,['  head_token_index: 2'],"['lemma: ""paso""']",['  tag: NOUN']
513,['  head_token_index: 3'],"['lemma: ""de""']",['  tag: ADP']
514,['  head_token_index: 4'],"['lemma: ""ayuda""']",['  tag: NOUN']
515,['  head_token_index: 5'],"['lemma: ""humanitario""']",['  tag: ADJ']
516,['  head_token_index: 1'],"['lemma: ""El""']",['  tag: DET']
517,['  head_token_index: 2'],"['lemma: ""CIDH""']",['  tag: NOUN']
518,['  head_token_index: 2'],"['lemma: ""condena""']",['  tag: NOUN']
519,['  head_token_index: 4'],"['lemma: ""el""']",['  tag: DET']
520,['  head_token_index: 2'],"['lemma: ""violencia""']",['  tag: NOUN']
521,['  head_token_index: 4'],"['lemma: ""en""']",['  tag: ADP']
522,['  head_token_index: 7'],"['lemma: ""el""']",['  tag: DET']
523,['  head_token_index: 5'],"['lemma: ""frontera""']",['  tag: NOUN']
524,['  head_token_index: 7'],"['lemma: ""venezolano""']",['  tag: ADJ']
525,['  head_token_index: 2'],"['lemma: ""Fuerza""']",['  tag: NOUN']
526,[],"['lemma: ""venezolano""']",['  tag: ADJ']
527,['  head_token_index: 2'],"['lemma: ""impedir""']",['  tag: VERB']
528,['  head_token_index: 2'],"['lemma: ""paso""']",['  tag: NOUN']
529,['  head_token_index: 3'],"['lemma: ""de""']",['  tag: ADP']
530,['  head_token_index: 4'],"['lemma: ""ayuda""']",['  tag: NOUN']
531,['  head_token_index: 5'],"['lemma: ""humanitario""']",['  tag: ADJ']
532,[],"['lemma: ""En""']",['  tag: ADP']
533,[],"['lemma: ""incertidumbre""']",['  tag: NOUN']
534,[],"['lemma: "",""']",['  tag: PUNCT']
535,[],"['lemma: ""familia""']",['  tag: NOUN']
536,['  head_token_index: 3'],"['lemma: ""venezolano""']",['  tag: ADJ']
537,['  head_token_index: 6'],"['lemma: ""que""']",['  tag: PRON']
538,['  head_token_index: 3'],"['lemma: ""deber""']",['  tag: VERB']
539,['  head_token_index: 6'],"['lemma: ""abandonar""']",['  tag: VERB']
540,[],"['lemma: ""...""']",['  tag: PUNCT']
541,['  head_token_index: 2'],"['lemma: ""Autoridad""']",['  tag: NOUN']
542,[],"['lemma: ""venezolano""']",['  tag: ADJ']
543,['  head_token_index: 2'],"['lemma: ""bloquear""']",['  tag: VERB']
544,['  head_token_index: 2'],"['lemma: ""con""']",['  tag: ADP']
545,['  head_token_index: 3'],"['lemma: ""contenedor""']",['  tag: NOUN']
546,['  head_token_index: 4'],"['lemma: ""puente""']",['  tag: NOUN']
547,['  head_token_index: 7'],"['lemma: ""El""']",['  tag: DET']
548,['  head_token_index: 5'],"['lemma: ""Unión""']",['  tag: NOUN']
549,['  head_token_index: 2'],"['lemma: ""Nicolás""']",['  tag: NOUN']
550,[],"['lemma: ""Maduro""']",['  tag: NOUN']
551,['  head_token_index: 2'],"['lemma: ""usar""']",['  tag: VERB']
552,['  head_token_index: 2'],"['lemma: ""Bandes""']",['  tag: NOUN']
553,['  head_token_index: 3'],"['lemma: ""Uruguay""']",['  tag: NOUN']
554,['  head_token_index: 2'],"['lemma: ""ante""']",['  tag: ADP']
555,['  head_token_index: 5'],"['lemma: ""restricción""']",['  tag: NOUN']
556,['  head_token_index: 6'],"['lemma: ""de""']",['  tag: ADP']
557,['  head_token_index: 7'],"['lemma: ""sistema""']",['  tag: NOUN']
558,['  head_token_index: 2'],"['lemma: ""...""']",['  tag: PUNCT']
559,['  head_token_index: 1'],"['lemma: ""Un""']",['  tag: DET']
560,['  head_token_index: 1'],"['lemma: ""lupa""']",['  tag: NOUN']
561,['  head_token_index: 1'],"['lemma: ""sobre""']",['  tag: ADP']
562,['  head_token_index: 4'],"['lemma: ""el""']",['  tag: DET']
563,['  head_token_index: 2'],"['lemma: ""mujer""']",['  tag: NOUN']
564,['  head_token_index: 4'],"['lemma: ""venezolano""']",['  tag: ADJ']
565,['  head_token_index: 4'],"['lemma: ""migrantes""']",['  tag: ADJ']
566,['  head_token_index: 1'],"['lemma: ""Bombero""']",['  tag: NOUN']
567,['  head_token_index: 1'],"['lemma: ""calificar""']",['  tag: VERB']
568,['  head_token_index: 1'],"['lemma: ""de""']",['  tag: ADP']
569,['  head_token_index: 2'],"['lemma: ""ofensivo""']",['  tag: NOUN']
570,['  head_token_index: 1'],"['lemma: ""a""']",['  tag: ADP']
571,['  head_token_index: 4'],"['lemma: ""alcalde""']",['  tag: NOUN']
572,['  head_token_index: 5'],"['lemma: ""Hernández""']",['  tag: NOUN']
573,['  head_token_index: 1'],"['lemma: ""por""']",['  tag: ADP']
574,['  head_token_index: 7'],"['lemma: ""llamar""']",['  tag: VERB']
575,['  head_token_index: 8'],"['lemma: ""el""']",['  tag: DET']
576,['  head_token_index: 1'],"['lemma: ""...""']",['  tag: PUNCT']
577,['  head_token_index: 1'],"['lemma: ""Maduro""']",['  tag: NOUN']
578,['  head_token_index: 1'],"['lemma: ""pedir""']",['  tag: VERB']
579,['  head_token_index: 1'],"['lemma: ""rechazar""']",['  tag: VERB']
580,['  head_token_index: 2'],"['lemma: ""violencia""']",['  tag: NOUN']
581,['  head_token_index: 2'],"['lemma: ""como""']",['  tag: ADP']
582,['  head_token_index: 4'],"['lemma: ""forma""']",['  tag: NOUN']
583,['  head_token_index: 5'],"['lemma: ""de""']",['  tag: ADP']
584,['  head_token_index: 6'],"['lemma: ""hacer""']",['  tag: VERB']
585,['  head_token_index: 7'],"['lemma: ""política""']",['  tag: NOUN']
586,['  head_token_index: 7'],"['lemma: ""en""']",['  tag: ADP']
587,['  head_token_index: 1'],"['lemma: ""...""']",['  tag: PUNCT']
588,[],"['lemma: ""Estar""']",['  tag: VERB']
589,[],"['lemma: ""de""']",['  tag: ADP']
590,['  head_token_index: 1'],"['lemma: ""lado""']",['  tag: NOUN']
591,['  head_token_index: 2'],"['lemma: ""correcto""']",['  tag: ADJ']
592,[],"['lemma: "":""']",['  tag: PUNCT']
593,[],"['lemma: ""Duque""']",['  tag: NOUN']
594,['  head_token_index: 5'],"['lemma: ""a""']",['  tag: ADP']
595,['  head_token_index: 6'],"['lemma: ""FFAA""']",['  tag: NOUN']
596,['  head_token_index: 7'],"['lemma: ""Venezuela""']",['  tag: NOUN']
597,['  head_token_index: 4'],"['lemma: ""Jefe""']",['  tag: NOUN']
598,[],"['lemma: ""de""']",['  tag: ADP']
599,['  head_token_index: 3'],"['lemma: ""el""']",['  tag: DET']
600,['  head_token_index: 1'],"['lemma: ""ONU""']",['  tag: NOUN']
601,['  head_token_index: 4'],"['lemma: ""ruega""']",['  tag: VERB']
602,['  head_token_index: 4'],"['lemma: ""a""']",['  tag: ADP']
603,['  head_token_index: 5'],"['lemma: ""Venezuela""']",['  tag: NOUN']
604,['  head_token_index: 9'],"['lemma: ""\\""""']",['  tag: PUNCT']
605,['  head_token_index: 9'],"['lemma: ""no""']",['  tag: ADV']
606,['  head_token_index: 4'],"['lemma: ""usar""']",['  tag: VERB']
607,['  head_token_index: 9'],"['lemma: ""fuerza""']",['  tag: NOUN']
608,['  head_token_index: 9'],"['lemma: ""contra""']",['  tag: ADP']
609,['  head_token_index: 9'],"['lemma: ""...""']",['  tag: PUNCT']
610,['  head_token_index: 2'],"['lemma: ""Gobierno""']",['  tag: NOUN']
611,[],"['lemma: ""venezolano""']",['  tag: ADJ']
612,['  head_token_index: 2'],"['lemma: ""ubicar""']",['  tag: VERB']
613,['  head_token_index: 4'],"['lemma: ""nuevo""']",['  tag: ADJ']
614,['  head_token_index: 2'],"['lemma: ""obstáculo""']",['  tag: NOUN']
615,['  head_token_index: 4'],"['lemma: ""en""']",['  tag: ADP']
616,['  head_token_index: 7'],"['lemma: ""el""']",['  tag: DET']
617,['  head_token_index: 5'],"['lemma: ""puente""']",['  tag: NOUN']
618,['  head_token_index: 2'],"['lemma: ""...""']",['  tag: PUNCT']
619,[],"['lemma: ""Criticar""']",['  tag: VERB']
620,[],"['lemma: ""a""']",['  tag: ADP']
621,['  head_token_index: 1'],"['lemma: ""Kika""']",['  tag: NOUN']
622,['  head_token_index: 2'],"['lemma: ""Nieto""']",['  tag: NOUN']
623,[],"['lemma: ""por""']",['  tag: ADP']
624,['  head_token_index: 4'],"['lemma: ""hacer""']",['  tag: VERB']
625,['  head_token_index: 7'],"['lemma: ""un""']",['  tag: DET']
626,['  head_token_index: 5'],"['lemma: ""video""']",['  tag: NOUN']
627,['  head_token_index: 7'],"['lemma: ""con""']",['  tag: ADP']
628,['  head_token_index: 8'],"['lemma: ""venezolano""']",['  tag: ADJ']
629,[],"['lemma: ""Denunciar""']",['  tag: VERB']
630,[],"['lemma: ""desintegración""']",['  tag: NOUN']
631,['  head_token_index: 1'],"['lemma: ""familiar""']",['  tag: ADJ']
632,['  head_token_index: 1'],"['lemma: ""por""']",['  tag: ADP']
633,['  head_token_index: 3'],"['lemma: ""éxodo""']",['  tag: NOUN']
634,['  head_token_index: 4'],"['lemma: ""de""']",['  tag: ADP']
635,['  head_token_index: 5'],"['lemma: ""venezolano""']",['  tag: NOUN']
636,['  head_token_index: 1'],"['lemma: ""El""']",['  tag: DET']
637,['  head_token_index: 4'],"['lemma: ""migrante""']",['  tag: NOUN']
638,['  head_token_index: 1'],"['lemma: ""venezolano""']",['  tag: ADJ']
639,['  head_token_index: 4'],"['lemma: ""terminar""']",['  tag: VERB']
640,['  head_token_index: 4'],"['lemma: ""cuidar""']",['  tag: VERB']
641,['  head_token_index: 4'],"['lemma: ""a""']",['  tag: ADP']
642,['  head_token_index: 5'],"['lemma: ""otros""']",['  tag: DET']
643,['  head_token_index: 1'],"['lemma: ""Ahora""']",['  tag: ADV']
644,['  head_token_index: 2'],"['lemma: ""migrante""']",['  tag: ADJ']
645,['  head_token_index: 2'],"['lemma: ""caminar""']",['  tag: VERB']
646,['  head_token_index: 2'],"['lemma: ""en""']",['  tag: ADP']
647,['  head_token_index: 3'],"['lemma: ""familia""']",['  tag: NOUN']
648,[],"['lemma: ""Prostitución""']",['  tag: NOUN']
649,[],"['lemma: ""de""']",['  tag: ADP']
650,['  head_token_index: 1'],"['lemma: ""venezolano""']",['  tag: NOUN']
651,[],"['lemma: ""en""']",['  tag: ADP']
652,['  head_token_index: 3'],"['lemma: ""Colombia""']",['  tag: NOUN']
653,['  head_token_index: 7'],"['lemma: "",""']",['  tag: PUNCT']
654,['  head_token_index: 7'],"['lemma: ""otro""']",['  tag: DET']
655,[],"['lemma: ""drama""']",['  tag: NOUN']
656,['  head_token_index: 7'],"['lemma: ""de""']",['  tag: ADP']
657,['  head_token_index: 8'],"['lemma: ""éxodo""']",['  tag: NOUN']
658,['  head_token_index: 1'],"['lemma: ""El""']",['  tag: DET']
659,['  head_token_index: 1'],"['lemma: ""encerrar""']",['  tag: VERB']
660,['  head_token_index: 1'],"['lemma: ""con""']",['  tag: ADP']
661,['  head_token_index: 2'],"['lemma: ""candado""']",['  tag: NOUN']
662,['  head_token_index: 3'],"['lemma: "":""']",['  tag: PUNCT']
663,['  head_token_index: 3'],"['lemma: ""venezolano""']",['  tag: ADJ']
664,['  head_token_index: 3'],"['lemma: ""obligar""']",['  tag: VERB']
665,['  head_token_index: 6'],"['lemma: ""a""']",['  tag: ADP']
666,['  head_token_index: 7'],"['lemma: ""prostituir""']",['  tag: VERB']
667,['  head_token_index: 1'],"['lemma: ""se""']",['  tag: PRON']
668,['  head_token_index: 1'],"['lemma: ""...""']",['  tag: PUNCT']
669,['  head_token_index: 1'],"['lemma: ""Distrito""']",['  tag: NOUN']
670,['  head_token_index: 1'],"['lemma: ""atender""']",['  tag: VERB']
671,['  head_token_index: 1'],"['lemma: ""más""']",['  tag: ADV']
672,['  head_token_index: 2'],"['lemma: ""de""']",['  tag: ADP']
673,['  head_token_index: 5'],"['lemma: ""3.000""']",['  tag: NUM']
674,['  head_token_index: 3'],"['lemma: ""parto""']",['  tag: NOUN']
675,['  head_token_index: 5'],"['lemma: ""de""']",['  tag: ADP']
676,['  head_token_index: 6'],"['lemma: ""venezolano""']",['  tag: NOUN']
677,['  head_token_index: 5'],"['lemma: ""en""']",['  tag: ADP']
678,['  head_token_index: 8'],"['lemma: ""2018""']",['  tag: NUM']
679,['  head_token_index: 5'],"['lemma: ""en""']",['  tag: ADP']
680,['  head_token_index: 10'],"['lemma: ""Bogotá""']",['  tag: NOUN']
681,[],"['lemma: ""Inmigración""']",['  tag: NOUN']
682,[],"['lemma: ""de""']",['  tag: ADP']
683,['  head_token_index: 1'],"['lemma: ""venezolano""']",['  tag: NOUN']
684,[],"['lemma: "":""']",['  tag: PUNCT']
685,['  head_token_index: 5'],"['lemma: ""un""']",['  tag: DET']
686,[],"['lemma: ""problema""']",['  tag: NOUN']
687,['  head_token_index: 5'],"['lemma: ""de""']",['  tag: ADP']
688,['  head_token_index: 6'],"['lemma: ""salud""']",['  tag: NOUN']
689,['  head_token_index: 7'],"['lemma: ""público""']",['  tag: ADJ']
690,['  head_token_index: 4'],"['lemma: ""En""']",['  tag: ADP']
691,[],"['lemma: ""hospital""']",['  tag: NOUN']
692,['  head_token_index: 1'],"['lemma: ""de""']",['  tag: ADP']
693,['  head_token_index: 2'],"['lemma: ""Cúcuta""']",['  tag: NOUN']
694,['  head_token_index: 4'],"['lemma: ""nacer""']",['  tag: VERB']
695,['  head_token_index: 6'],"['lemma: ""más""']",['  tag: ADV']
696,['  head_token_index: 4'],"['lemma: ""niños""']",['  tag: ADJ']
697,['  head_token_index: 6'],"['lemma: ""hijo""']",['  tag: ADJ']
698,['  head_token_index: 6'],"['lemma: ""de""']",['  tag: ADP']
699,['  head_token_index: 8'],"['lemma: ""venezolano""']",['  tag: ADJ']
700,['  head_token_index: 11'],"['lemma: ""que""']",['  tag: PRON']
701,['  head_token_index: 6'],"['lemma: ""de""']",['  tag: ADP']
702,['  head_token_index: 11'],"['lemma: ""...""']",['  tag: PUNCT']
703,['  head_token_index: 1'],"['lemma: ""El""']",['  tag: DET']
704,['  head_token_index: 1'],"['lemma: ""tensar""']",['  tag: NOUN']
705,['  head_token_index: 1'],"['lemma: ""calma""']",['  tag: NOUN']
706,['  head_token_index: 1'],"['lemma: ""en""']",['  tag: ADP']
707,['  head_token_index: 5'],"['lemma: ""el""']",['  tag: DET']
708,['  head_token_index: 3'],"['lemma: ""frontera""']",['  tag: NOUN']
709,['  head_token_index: 5'],"['lemma: ""venezolano""']",['  tag: ADJ']
710,['  head_token_index: 5'],"['lemma: ""con""']",['  tag: ADP']
711,['  head_token_index: 7'],"['lemma: ""Colombia""']",['  tag: NOUN']
712,['  head_token_index: 8'],"['lemma: ""y""']",['  tag: CONJ']
713,['  head_token_index: 8'],"['lemma: ""Brasil""']",['  tag: NOUN']
714,['  head_token_index: 1'],"['lemma: ""Así""']",['  tag: ADV']
715,['  head_token_index: 1'],"['lemma: ""operar""']",['  tag: VERB']
716,['  head_token_index: 1'],"['lemma: ""banda""']",['  tag: NOUN']
717,['  head_token_index: 4'],"['lemma: ""que""']",['  tag: PRON']
718,['  head_token_index: 2'],"['lemma: ""esclavizar""']",['  tag: VERB']
719,['  head_token_index: 4'],"['lemma: ""sexualmente""']",['  tag: ADV']
720,['  head_token_index: 4'],"['lemma: ""a""']",['  tag: ADP']
721,['  head_token_index: 6'],"['lemma: ""mujer""']",['  tag: NOUN']
722,['  head_token_index: 1'],"['lemma: ""...""']",['  tag: PUNCT']
723,['  head_token_index: 3'],"['lemma: ""Gobierno""']",['  tag: NOUN']
724,[],"['lemma: ""de""']",['  tag: ADP']
725,['  head_token_index: 1'],"['lemma: ""Venezuela""']",['  tag: NOUN']
726,['  head_token_index: 3'],"['lemma: ""señalar""']",['  tag: VERB']
727,['  head_token_index: 10'],"['lemma: ""que""']",['  tag: ADP']
728,['  head_token_index: 10'],"['lemma: ""explosión""']",['  tag: NOUN']
729,['  head_token_index: 5'],"['lemma: ""en""']",['  tag: ADP']
730,['  head_token_index: 6'],"['lemma: ""sede""']",['  tag: NOUN']
731,['  head_token_index: 7'],"['lemma: ""de""']",['  tag: ADP']
732,['  head_token_index: 8'],"['lemma: ""PDVSA""']",['  tag: NOUN']
733,['  head_token_index: 3'],"['lemma: ""ir""']",['  tag: VERB']
734,['  head_token_index: 3'],"['lemma: ""...""']",['  tag: PUNCT']
735,['  head_token_index: 1'],"['lemma: ""Suiza""']",['  tag: NOUN']
736,['  head_token_index: 1'],"['lemma: ""investigar""']",['  tag: VERB']
737,['  head_token_index: 3'],"['lemma: ""presunto""']",['  tag: ADJ']
738,['  head_token_index: 1'],"['lemma: ""cuenta""']",['  tag: NOUN']
739,['  head_token_index: 3'],"['lemma: ""corrupto""']",['  tag: ADJ']
740,['  head_token_index: 3'],"['lemma: ""de""']",['  tag: ADP']
741,['  head_token_index: 5'],"['lemma: ""Capriles""']",['  tag: NOUN']
742,['  head_token_index: 1'],"['lemma: ""Gobierno""']",['  tag: NOUN']
743,['  head_token_index: 1'],"['lemma: ""impedir""']",['  tag: VERB']
744,['  head_token_index: 1'],"['lemma: ""ingreso""']",['  tag: NOUN']
745,['  head_token_index: 2'],"['lemma: ""a""']",['  tag: ADP']
746,['  head_token_index: 3'],"['lemma: ""Colombia""']",['  tag: NOUN']
747,['  head_token_index: 2'],"['lemma: ""de""']",['  tag: ADP']
748,['  head_token_index: 5'],"['lemma: ""familiar""']",['  tag: NOUN']
749,['  head_token_index: 6'],"['lemma: ""de""']",['  tag: ADP']
750,['  head_token_index: 7'],"['lemma: ""Maduro""']",['  tag: NOUN']
751,['  head_token_index: 3'],"['lemma: ""Marta""']",['  tag: NOUN']
752,[],"['lemma: ""Lucia""']",['  tag: NOUN']
