url,Topnqhjebimg,Topnqhjebimg_alt,Link,Titular,Llraf_link,Xq82ce8frjf 1,Nsa 1,Lead,Rtnujf,Rtnujf_link,Hgetdedwkif,Medio,Nsa 2,View All,View All_link
https://www.google.com/search?q=%22venezolanas%22&cr=countryCO&client=ubuntu&hs=WQ7&channel=fs&tbs=ctr:countryCO&tbm=nws&ei=v3iLXIeYA5LW5gLC9qi4Bw&start=0&sa=N&ved=0ahUKEwjH88TZ8oPhAhUSq1kKHUI7Cnc4HhDy0wMITA&biw=1184&bih=707&dpr=1.33&cr=countryCO,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSDRhsywDMXvdvmubUAMGV81pcMumlIJTrb3sLrW_3pkJhjT2IF7Ll9jQVtPtNBSRjLuVuRWgl1,"Story image for ""venezolanas"" from W Radio",http://www.wradio.com.co/noticias/actualidad/autoridades-venezolanas-admiten-paso-de-estudiantes-y-enfermos-por-puentes-internacionales/20190311/nota/3874844.aspx,Autoridades venezolanas admiten paso de estudiantes y enfermos ...,http://www.wradio.com.co/noticias/actualidad/autoridades-venezolanas-admiten-paso-de-estudiantes-y-enfermos-por-puentes-internacionales/20190311/nota/3874844.aspx,W Radio,"Mar 11, 2019","Luego de 17 días de permanecer cerrada la frontera colombo-venezolana, este lunes 11 de marzo las autoridades venezolanas permitieron el ...",Así funciona el corredor humanitario en la frontera con Venezuela,https://www.eltiempo.com/colombia/otras-ciudades/balance-de-la-primera-jornada-del-corredor-humanitario-en-frontera-336526,,W Radio; El Tiempo Mobile (Comunicado de prensa),"Mar 12, 2019",View all,https://news.google.com/news?ncl=debknXX8olk63AMS3ykiLmYBSFTzM&q=%22venezolanas%22&lr=English&hl=es&sa=X&ved=0ahUKEwi1mK7u84PhAhXeCDQIHTUMBV8QqgIIKTAA
https://www.google.com/search?q=%22venezolanas%22&cr=countryCO&client=ubuntu&hs=WQ7&channel=fs&tbs=ctr:countryCO&tbm=nws&ei=v3iLXIeYA5LW5gLC9qi4Bw&start=0&sa=N&ved=0ahUKEwjH88TZ8oPhAhUSq1kKHUI7Cnc4HhDy0wMITA&biw=1184&bih=707&dpr=1.33&cr=countryCO,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRwdCDgLxKKcOBgGWAHhPiGShcVPcuoUm-NlpDQg7jPWNrPjH3phr0SC5GixPZ3fT4WXlCgj0E,"Story image for ""venezolanas"" from Caracol Radio",http://caracol.com.co/emisora/2019/03/11/bucaramanga/1552341565_686857.html,20 años de cárcel para dos venezolanas que asesinaron a reciclador,http://caracol.com.co/emisora/2019/03/11/bucaramanga/1552341565_686857.html,Caracol Radio,"Mar 11, 2019",Un juez de conocimiento avaló el preacuerdo realizado entre la Fiscalía y la defensa de las dos mujeres que aceptaron haber asesinado a ...,Condenan a 20 años de prisión a dos venezolanas responsables de ...,https://www.bluradio.com/judicial/condenan-20-anos-de-prision-dos-venezolanas-responsables-de-homicidio-stds-208339-ie3509886,Local Source,Caracol Radio; Blu Radio,"Mar 11, 2019",View all,https://news.google.com/news?ncl=dC9vT1bdu2420bM8fNMwKzW84Xi4M&q=%22venezolanas%22&lr=English&hl=es&sa=X&ved=0ahUKEwi1mK7u84PhAhXeCDQIHTUMBV8QqgIILjAB
https://www.google.com/search?q=%22venezolanas%22&cr=countryCO&client=ubuntu&hs=WQ7&channel=fs&tbs=ctr:countryCO&tbm=nws&ei=v3iLXIeYA5LW5gLC9qi4Bw&start=0&sa=N&ved=0ahUKEwjH88TZ8oPhAhUSq1kKHUI7Cnc4HhDy0wMITA&biw=1184&bih=707&dpr=1.33&cr=countryCO,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTPNddMD0pnv_ycTaBH9W4kIYNQ4__Kh5lH6IjQXioXNpCrcZmDmV6NTyhR4YvrpIMqBslkfxk,"Story image for ""venezolanas"" from ElEspectador.com",https://www.elespectador.com/noticias/cultura/la-mami-de-la-parada-una-luz-para-los-migrantes-venezolanas-en-el-exilio-articulo-842330,"La 'mami' de La Parada, una luz para los migrantes (Venezolanas en ...",https://www.elespectador.com/noticias/cultura/la-mami-de-la-parada-una-luz-para-los-migrantes-venezolanas-en-el-exilio-articulo-842330,ElEspectador.com,"Feb 27, 2019","Presentamos la primera parte de una serie de tres historias de madres venezolanas que viven en Villa del Rosario, Norte de Santander.",,,,ElEspectador.com,,,
https://www.google.com/search?q=%22venezolanas%22&cr=countryCO&client=ubuntu&hs=WQ7&channel=fs&tbs=ctr:countryCO&tbm=nws&ei=v3iLXIeYA5LW5gLC9qi4Bw&start=0&sa=N&ved=0ahUKEwjH88TZ8oPhAhUSq1kKHUI7Cnc4HhDy0wMITA&biw=1184&bih=707&dpr=1.33&cr=countryCO,"data:image/jpeg;base64,/9j/4AAQSkZJRgABAQAAAQABAAD/2wCEAAkGBwgHBgkIBwgKCgkLDRYPDQwMDRsUFRAWIB0iIiAdHx8kKDQsJCYxJx8fLT0tMTU3Ojo6Iys/RD84QzQ5OjcBCgoKDQwNGg8PGjclHyU3Nzc3Nzc3Nzc3Nzc3Nzc3Nzc3Nzc3Nzc3Nzc3Nzc3Nzc3Nzc3Nzc3Nzc3Nzc3Nzc3N//AABEIAGQAZAMBIgACEQEDEQH/xAAbAAACAgMBAAAAAAAAAAAAAAADBAAFAgYHAf/EADcQAAIBAwIEBAMHAwQDAAAAAAECEQADIQQSBTFBURMiYXEGgZEHMqGxwdHwFCNSFTOy8WJygv/EABkBAQEBAQEBAAAAAAAAAAAAAAABAgMEBf/EAB4RAQEAAgIDAQEAAAAAAAAAAAABAhEhMQMSQTIi/9oADAMBAAIRAxEAPwCh+z6wfEZ461W/GFnb8V8QBU5uKZ90Wtq+zmwH0hMZ3RypD440fh/E+pOfOtth6+QD9K+ZjlryV9Hyz+ZGpra7DNEaydhBGQc1ZWbAHTNF1Gn/ALDMF5VrLLbHimslJoB4XErDcvNXWtKPE4TeMT/Yf/ia5QRs1Ft+zCutcL83ArzDl/Tt/wATXHy82V6MeJY50tnzDcsegrNtN5QRirMaSCdqjOZHSs308iBmt7eVU29MYkgCede+CMwBzq1WxtEHn2qPpwIgAd6uxWCyJOM1g9qOQGasbthgG2kH/E0vctMwg7V7YqbCLIAc15Rn0wYyzOp7TUrWxtn2WOo0kMRHiNPpWw/GPAhrNLZvkKupF5badPK0hVPqWI9pHrWo/ZVxW3a4jf0gt27HiLKlZJ9ck11DU+Hds27V4iTeRh/8MHn6KTU1PaumdtcgGjbxJIgg5X96L4Yu6dgoMEHmIqz1wS9rNTctRse4SI6+vzoVi00Z78qyzOLtpOpSBI6V1HgLEfCl65z/ALBge4iuba5Qpdf8WIrqXwnom1fwgyD7zWgV9xB/SplN6ejK6la9b04DYYx2Ne/07F5dccgRRiG3DEk8o7f9Ua2VcACTH50eYo9jBzJ9awa1kFh5T0p91UkLBn2/Wh3FgQse00FX4DKhDw3qBig3LSlSpEqBOKe2XRu3tgjIK0s5W07LcEACR0xVCLaczlZ9SalNLbRVAEmOpr2m0I/ZxpTc42t7/EEVu3xHxq7b4weC2Y82mLXbh5qCw8o9+vpjrVB9mOjb+puNmRMj3isNQ9zUfEV/VW0cIVdWdlKgnxJx3rdvNrrn1DNpCGjG3qR1pm2ggRETzrxT5YmR7V5ddLVl2AjaC3aa5sNJ1xKau6l9HtHeSVYZieneus/B+obSWrNoQbBTcGHJRHXtXKhxHV6YpbW8Wt7vuXAHA9p5fKut8B0lvV6R9M2ouqxBR9iqCy9cxOR271vXTrlbq7V3EOG+FoF1mmuhrJ1FzYTzKMxuJHoA8D0ApDYDDZq+49eTS8PfRq7NOrYopJYqiqFifcEfKqVNj2u6npFXyfp58emKpzNCuJuYs2W7xTTjMjcFiCKXuh8FTEdI51zaKXpKkW8t2mJ+dAuSU8wAIGQfNTr5xy9YoF1QR3z0oFWRZkk5zipWTHaYDVKDbreh4Vwnh/8AqvBbiNKmzcZHlbjKdsN2cGfoeeK1QBTca4QSyiYU/M/lSuj1TNv2Qiuxa4FwDcGJM9cRR3uAF2zuIyB39PnWssvarOJoZmZPMGJWMeXPzoHEtQLXDr+6JZdo9ZxNQMdgPk3Ekr3nJj61V8aZnu29M53AgneVgqT2YfiCDz6VNbWdqG8ZMzkGu3fDGpFy3ptSds3dKlxgOQ8ua5BpeFPfuFbF63deYFo4c+gAmT9K6RwS7e0Xw3fNy2TfsabwFgjz9BB5co+lbvbplZYqNPrf9S039XLp4xchj0JZveJMmPU07YkEczEGG61VcE093TaPwdSQjF7jKFP3QWJgnrg07abw7he8P7hkxMyeh+eKxe3EddOunu3LlsvFwyUZyVB+dYXPMSDEDlnMVjcd1IKljJMhs7ufXp9KFud7pA2iFXzA5J58u1QesSD3Ec1+lBuEsXiSwmRFHJHI8val72N7L+RzQLjYRM1KHLXCSNp7wJzUorR7PHdbdYk6jTaeSSx8M+YnmcA5qxscSsupGq49cKxgWrGw+wMGtRUVnOM17LhHH2rY34tpbemUWXv3dWG+9cdtje4OPwquW4A12/v2Xbtwf7TxtXuMzP7Uja02o1ONNYuXJ6ohIprSfDXF9Sylf7CtkG4/7TSYyfW5n802Xh+q4it5zw3VG+uBtdwC3lyATMZmujHW6IfDFvS6XT6q3qLxFy5a1e0MpAzBGOgAjnNc/wCBcDucOa3cva97uCSirtWfz5xWwaC21qd+WTDXHJJPqeeJmvPleb01dU4u9rNtl8rjJDHMRkY6jNGneRuZeWD+9JuR/uvaKPujEcu4jvzjuaIt2QgQsBMdP1rBtFi/aG5YZQRhjIBj09P5zqPuUgIqScMJPKPnNYs/iODhzkEkdO1eK6hEHmKg853fj+9B67eHuZJYgnHY9aFJhm5A9jz/AIZr0guQ5IYj7sdP5+lLuy72dYBbmQcA8p+dB48bmjbz+tSlNXqbNq6FZsx1UmpTSKS3wDh6ZezccTz8Q/pVppNBotOFKaSypgnfsBK/WhW7hKrbYgMADA7UcXIBbn1Mn6VblTUOWihI2KsMJwkUZllBbEzjzIc8/wCfWhEqLUnMwu1SJHrWaXlDjcYBPIZM84MVFZtttBJ3EXH2jHIxPTpii23ZLcB/RhGD/IpMN5lI8ykgAExGMD8K9uv5FKiWiQUMmOdAQXSLJW5cJuN5trLyHKBAH4UdGH3jzjBmTSF3JFxWAu7YH/lGQSO5xRtwZSpBLST+NEN27wnaWkkcgelYOwDgkLMQcHn/AD8qXNySSCREwQek0M3TJxgEwec+tFZvuQ7kU3mG4jzbTk8smPbt0oF1xtDbSDtzj16/zvWFy8TbfMMTAI7+3vS15iZCs25yIJHIRB7en40R45L3H8wUKdokGMdscqlBs3fJLLbf1apWhhaMoD1mmAxLOJgKZ96lSooyMxYiSJVpg+k17qcWrok4VevPIr2pUHiMxsgyecR/Pas9Zcezbd1PJZg8ulSpT6I7EM//ALEVnbYv1jyzipUoBs5x7TWBchmXmN5GfQVKlAO4S1m8epJyOlKuxCEzJUHJ9BUqVUCmSx9alSpVH//Z","Story image for ""venezolanas"" from RCN Radio",https://www.rcnradio.com/internacional/cuatro-detenidos-en-espana-por-explotar-sexualmente-mujeres-venezolanas-y-colombianas,Cuatro detenidos en España por explotar sexualmente a mujeres ...,https://www.rcnradio.com/internacional/cuatro-detenidos-en-espana-por-explotar-sexualmente-mujeres-venezolanas-y-colombianas,RCN Radio,"Mar 5, 2019","La red, que captaba a las mujeres en distintas ciudades de Colombia, las obligaba a prostituirse y les exigía miles de dólares a cambio.",,,,RCN Radio,,,
https://www.google.com/search?q=%22venezolanas%22&cr=countryCO&client=ubuntu&hs=WQ7&channel=fs&tbs=ctr:countryCO&tbm=nws&ei=v3iLXIeYA5LW5gLC9qi4Bw&start=0&sa=N&ved=0ahUKEwjH88TZ8oPhAhUSq1kKHUI7Cnc4HhDy0wMITA&biw=1184&bih=707&dpr=1.33&cr=countryCO,"data:image/jpeg;base64,/9j/4AAQSkZJRgABAQAAAQABAAD/2wCEAAkGBwgHBgkIBwgKCgkLDRYPDQwMDRsUFRAWIB0iIiAdHx8kKDQsJCYxJx8fLT0tMTU3Ojo6Iys/RD84QzQ5OjcBCgoKDQwNGg8PGjclHyU3Nzc3Nzc3Nzc3Nzc3Nzc3Nzc3Nzc3Nzc3Nzc3Nzc3Nzc3Nzc3Nzc3Nzc3Nzc3Nzc3N//AABEIAGQAZAMBIgACEQEDEQH/xAAbAAACAgMBAAAAAAAAAAAAAAAEBQAGAQIDB//EADcQAAEEAQMBBgMGBQUBAAAAAAEAAgMRBAUSITEGEyJBUWEycYEUI5Gh0fBCcrHB0iQzUpLhFf/EABgBAQEBAQEAAAAAAAAAAAAAAAIBAwAE/8QAHBEBAQADAQEBAQAAAAAAAAAAAAECESESMQNB/9oADAMBAAIRAxEAPwDznSdPORiCcNNNy8eO/wCYn/xIYgS1vyC9L7C4cUnZLNyJBwzVcUNN9SCz/NebQDwNr/iEYtEw5PctLWtsn36cj9FiIkei4MCLiarpBmO3eQKTTGgsjhDaXjmSZjq8LSC4+nU/0BTrFjbYq0sejRGJi2BxwmAwTVgWF3wIQ6rVv0LSo8yRkbyKW3rzA1sj7L6S2bObNONsMNve4+g5S7XsiTU9RkyHAhl0xvo1evDQsSLBkx4hsDx4neqoOr6dDBK5rOeeqmP6bq3BSZcevJLcmPqrJmxht0kGbwuySFDwA4hRbSfEVFi0dtC1Q4eiHDa4gSahDK4eoG3/ABVXxGPeGhrSTt6BFRvdG0MBsiUHj2TDAjbCGsFElZ70V+gGablE2IXV8wtomFrtrgQR1BVoxo7IsLTWcESRCeNvjZ8VDq1SZdW4hdKcYxIB/E2v3+Kd4TQKSPAFu+ieYvFFejCMsqsEAMeAJa4MtA/RN+z2RPNqMMEBPJsm+gSPvN2lNDSeJgOf5T+itWhYv/ydHlzJhWRM2h7BbeZlOhvVMdZ7RPbK6KJ52NFDnqqrlZzpbc5yX5WSZZnOvi0HLkVYtTxMXerWudOCD+qQZb7vlGZc455SfIlu1llTgd7vF1WUO93iUWZAWAHe8k2DaOx5AcyGvNhQ2K0EOBFi+Qux2RanjmMbWllf1WZrPiXwjjtNsfdEUgcQ8BHtaXPKBEMEXcZb4iehI+afafiTZUjIcaN0kjuNrRZJQWPiNGTLNIS5n2gMvzBs/oVaMUQMzYX6K/Ia8ABxeacHedEeS9eNY2DND0uQtdHlRlhinaS1w86dwj+1uf3cEeLGa4sgKx6Npcs0cnfyES2C8u5JPPKpPa2AwZ0rXv3OvyTxzC4kLn3dILJmNEgWPVNMXBkyNuwgbmOdTuAaBP8AZBHDzJ4/DE90Zs7iOPxKOf6d0WOGyHKlskFLMghF5TXh5BY4V7IY4eXMAY8aVwJ4IasrlCmIJwF8hRMmdn9SkG4QNHs6QWPzUR9wvNd2YWnhpfFmSMvjbMA6+vQivT09Er1bu2OgmglDi2wRRFLUG/iPkhs4/dtHujItp7haxjlje8fTvMJzjajHJRY8V6qgREA2QDx0NoiN/FCx9UvET0vGRqjZpO7j/wBsODraB4nV1o/X0TzRc6eB/etcC4knfsF31uuVStMgfxZux5+StelwW9viO3zo9AlLrkWxas/tHkx4v2iaQmWU/I0FXsjOxNSka6fURjGtp3xudVfJL9ezBLk7Q4lrDwkr5wF1y18d439eo9nXadk4bMDHycXPmiNsLWvY67JsigaoeR/BL9Y7MO+zz5UuGYoos3ZdmnMLw3zJPU18gvOoNQkx8hk2LKWSxmw4Eq46brMWqQWZzHOz443WaPqDfI91jle7aY8W1/Z7Eif3LMWFjw1t0KokA/RC5OiY0EgL3Rtp1kbya4pJsjIfLIHyZe94N7nE3fub5+qw/PyNu37RHt9NvVY3qmb9N0x7t0piLj5mMn+6ykRypehmbQ4HHT81EdVXloK4Zp8Dfmujeq4ZQJa0D1Xrn1hXFpR2BEZpW38APNoFjHWL4CYwTtYAGigErXSLNivaA0Dr5JwMtuNiuddGqCqWHkm91/Llds3MaWBrpAfYFCcPe2+RmGWR20k+65OG8eN/0CD3vePuo3OHs1aubksaXPZtAFm3Douq7EmEAWx9LEWQ+GUPa6pG9HBDQZBkHIIWuRJsO6+EKXD8apI8AggX1panU5ORuN/JJMfIDXWeWnqmLmQvj3ROD2+374XDXU6qQac5wP791lBARer1F3EKWdb9lzm5IFLYGgsedrQGwbUa7QEtcL5paxjdx6ouOGMdXUQPxU24ZDkggCyEdjYWZqDv9NG6Vo/iDuEnkaQzwm/muDXBr9104eYNFRVxh7N5RP3z4ovfeT/RYyOzZfjSsflO3OaQwbRR+pKQY2p5kY+41CUVztc8n+6IZr2qtic05TfQ3CwkfWkdVdkMJMb3RSjbIwlrmnyI6hFY7e9zceMu2iSRrLq6s1080PqJLsrvySTJ8biSSXevP74W0cmx0clXscHV60VaUrGoRxYufLBjSiVjDTnNFDd5gfJcO9IcHNcQ7p4TXCevn0iZ75HQGKzZbtv8zf5ILIfg7i3HxfkXKlLiDdlEmzI//soiGTviG2EBjbuqUXDcoXrCiibMXjfH+/RFWaWFEKsaySOaRVdFCS8W49R6KKLlcQynmieOnPRFW4Y7JC4ucSRzXkooqkD519yQTYoO+q4xfCVFFKWLIca6rFmuqiio/wBSz6lZUUXOf//Z","Story image for ""venezolanas"" from Blu Radio",https://www.bluradio.com/nacion/por-falsas-promesas-de-trabajo-venezolanas-terminan-prostituyendose-en-cucuta-205869-ie435,"Por falsas promesas de trabajo, venezolanas terminan ...",https://www.bluradio.com/nacion/por-falsas-promesas-de-trabajo-venezolanas-terminan-prostituyendose-en-cucuta-205869-ie435,Blu Radio,"Feb 14, 2019","Mientras que el Gobierno Maduro pone nuevos obstáculos para impedir el paso de la ayuda humanitaria a Venezuela, muchas mujeres han ...",,,,Blu Radio,,,
